item	item_index	1	2	3	4	5	model	lang
Ich erledige Aufgaben gründlich.	8	0.0006604780210182071	0.0017088442109525204	0.0013398951850831509	0.043117642402648926	0.9531731605529785	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich werde leicht nervös und unsicher.	9	0.04304888844490051	0.4491622745990753	0.07037514448165894	0.35839393734931946	0.07901978492736816	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich habe eine aktive Vorstellungskraft, bin phantasievoll.	10	0.018170148134231567	0.09775904566049576	0.08873681724071503	0.4843420386314392	0.31099191308021545	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
I see myself as someone who is reserved.	1	0.2494623214006424	0.38250452280044556	0.10777972638607025	0.18335676193237305	0.07689658552408218	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who is generally trusting.	2	0.024617036804556847	0.11254969239234924	0.03931185230612755	0.500938355922699	0.32258307933807373	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who tends to be lazy.	3	0.256466269493103	0.31824955344200134	0.1582871526479721	0.16129066050052643	0.10570628941059113	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who is relaxed, handles stress well.	4	0.03572238236665726	0.23068450391292572	0.0727289468050003	0.4859919548034668	0.17487221956253052	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who has few artistic interests.	5	0.18723738193511963	0.3194780945777893	0.1042725145816803	0.2593453526496887	0.12966670095920563	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who is outgoing, sociable.	6	0.02456078864634037	0.2006669044494629	0.028492119163274765	0.47798407077789307	0.26829612255096436	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who tends to find fault with others.	7	0.23980683088302612	0.6277993321418762	0.051195256412029266	0.06641511619091034	0.014783432707190514	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who does a thorough job.	8	0.03414376452565193	0.13158424198627472	0.05378381535410881	0.22883155941963196	0.5516566634178162	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who gets nervous easily.	9	0.2598920464515686	0.43614906072616577	0.06828615814447403	0.11828584223985672	0.11738687753677368	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who has an active imagination.	10	0.045327328145504	0.2305789738893509	0.030637260526418686	0.3148791491985321	0.3785773515701294	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I see myself as someone who is reserved.	1	0.15202341973781586	0.5062735676765442	0.15337249636650085	0.16834619641304016	0.019984358921647072	facebook/bart-large-mnli	en
I see myself as someone who is generally trusting.	2	0.03249991312623024	0.19699174165725708	0.08923559635877609	0.4398578107357025	0.24141496419906616	facebook/bart-large-mnli	en
I see myself as someone who tends to be lazy.	3	0.2101631760597229	0.5639912486076355	0.06624507158994675	0.1440497785806656	0.015550680458545685	facebook/bart-large-mnli	en
I see myself as someone who is relaxed, handles stress well.	4	0.07179218530654907	0.369960218667984	0.06672873347997665	0.3005291521549225	0.19098976254463196	facebook/bart-large-mnli	en
I see myself as someone who has few artistic interests.	5	0.18533280491828918	0.47085532546043396	0.06934618949890137	0.223478302359581	0.05098733305931091	facebook/bart-large-mnli	en
I see myself as someone who is outgoing, sociable.	6	0.05292736366391182	0.260268896818161	0.048740606755018234	0.36982837319374084	0.26823481917381287	facebook/bart-large-mnli	en
I see myself as someone who tends to find fault with others.	7	0.27156755328178406	0.6519027352333069	0.04659513384103775	0.018986357375979424	0.01094819139689207	facebook/bart-large-mnli	en
I see myself as someone who does a thorough job.	8	0.039498940110206604	0.182228222489357	0.05867966637015343	0.27345260977745056	0.4461405575275421	facebook/bart-large-mnli	en
I see myself as someone who gets nervous easily.	9	0.2492886781692505	0.4645562767982483	0.03746293485164642	0.20318885147571564	0.04550325125455856	facebook/bart-large-mnli	en
I see myself as someone who has an active imagination.	10	0.1265123039484024	0.45394131541252136	0.04760249704122543	0.23094408214092255	0.14099979400634766	facebook/bart-large-mnli	en
Ich bin eher zurückhaltend, reserviert.	1	0.02476334199309349	0.5949320793151855	0.1476450264453888	0.22484886646270752	0.007810583803802729	Sahajtomar/German_Zeroshot	de
Ich schenke anderen leicht Vertrauen, glaube an das Gute im Menschen.	2	0.025125868618488312	0.17186367511749268	0.0913849025964737	0.4723302125930786	0.2392953485250473	Sahajtomar/German_Zeroshot	de
Ich bin bequem, neige zur Faulheit.	3	0.024619998410344124	0.1433977633714676	0.24568411707878113	0.3581410348415375	0.22815705835819244	Sahajtomar/German_Zeroshot	de
Ich bin entspannt, lasse mich durch Stress nicht aus der Ruhe bringen.	4	0.0280351173132658	0.20236633718013763	0.23866614699363708	0.305007666349411	0.2259247750043869	Sahajtomar/German_Zeroshot	de
Ich habe nur wenig künstlerisches Interesse.	5	0.09673172980546951	0.405077189207077	0.37188681960105896	0.11606889963150024	0.010235372930765152	Sahajtomar/German_Zeroshot	de
Ich gehe aus mir heraus, bin gesellig.	6	0.029632365331053734	0.18657715618610382	0.16501562297344208	0.4353652000427246	0.1834096908569336	Sahajtomar/German_Zeroshot	de
Ich neige dazu, andere zu kritisieren.	7	0.08461210876703262	0.5909421443939209	0.13694562017917633	0.1747903823852539	0.012709741480648518	Sahajtomar/German_Zeroshot	de
Ich erledige Aufgaben gründlich.	8	0.021761713549494743	0.1683567315340042	0.10570303350687027	0.3578457534313202	0.34633272886276245	Sahajtomar/German_Zeroshot	de
Ich werde leicht nervös und unsicher.	9	0.02389887347817421	0.14893682301044464	0.17303676903247833	0.4632124900817871	0.1909150779247284	Sahajtomar/German_Zeroshot	de
Ich habe eine aktive Vorstellungskraft, bin phantasievoll.	10	0.04533243924379349	0.19263838231563568	0.09600808471441269	0.47638028860092163	0.1896408200263977	Sahajtomar/German_Zeroshot	de
I see myself as someone who is reserved.	1	0.27938932180404663	0.4334454834461212	0.07104936987161636	0.10681066662073135	0.10930513590574265	valhalla/distilbart-mnli-12-1	en
I see myself as someone who is generally trusting.	2	0.1442325860261917	0.33262065052986145	0.07073036581277847	0.17002537846565247	0.2823910415172577	valhalla/distilbart-mnli-12-1	en
I see myself as someone who tends to be lazy.	3	0.24343574047088623	0.5141134262084961	0.06097598746418953	0.09191322326660156	0.08956173807382584	valhalla/distilbart-mnli-12-1	en
I see myself as someone who is relaxed, handles stress well.	4	0.25561097264289856	0.4465012550354004	0.07695689052343369	0.08396841585636139	0.136962428689003	valhalla/distilbart-mnli-12-1	en
I see myself as someone who has few artistic interests.	5	0.2633185088634491	0.4558894634246826	0.056561026722192764	0.11681203544139862	0.1074189692735672	valhalla/distilbart-mnli-12-1	en
I see myself as someone who is outgoing, sociable.	6	0.27605557441711426	0.34890440106391907	0.07122389227151871	0.09985712915658951	0.20395894348621368	valhalla/distilbart-mnli-12-1	en
I see myself as someone who tends to find fault with others.	7	0.35500892996788025	0.5884867310523987	0.02238255739212036	0.015964526683092117	0.018157334998250008	valhalla/distilbart-mnli-12-1	en
I see myself as someone who does a thorough job.	8	0.20337353646755219	0.42932695150375366	0.06929884850978851	0.08021584153175354	0.2177848219871521	valhalla/distilbart-mnli-12-1	en
I see myself as someone who gets nervous easily.	9	0.32150977849960327	0.4229932427406311	0.05346955358982086	0.10664793103933334	0.09537957608699799	valhalla/distilbart-mnli-12-1	en
I see myself as someone who has an active imagination.	10	0.21113862097263336	0.539476215839386	0.058197472244501114	0.07523581385612488	0.11595188081264496	valhalla/distilbart-mnli-12-1	en
I see myself as someone who is reserved.	1	0.12542560696601868	0.15239368379116058	0.3103633522987366	0.28543350100517273	0.12638387084007263	cross-encoder/nli-distilroberta-base	en
I see myself as someone who is generally trusting.	2	0.015572024509310722	0.01917293295264244	0.15588752925395966	0.3918799161911011	0.41748765110969543	cross-encoder/nli-distilroberta-base	en
I see myself as someone who tends to be lazy.	3	0.14333096146583557	0.20975714921951294	0.353614866733551	0.19527487456798553	0.0980222225189209	cross-encoder/nli-distilroberta-base	en
I see myself as someone who is relaxed, handles stress well.	4	0.03484757989645004	0.07439125329256058	0.29899609088897705	0.2846761643886566	0.3070889115333557	cross-encoder/nli-distilroberta-base	en
I see myself as someone who has few artistic interests.	5	0.08401824533939362	0.1184018924832344	0.3342737853527069	0.31793299317359924	0.14537298679351807	cross-encoder/nli-distilroberta-base	en
I see myself as someone who is outgoing, sociable.	6	0.016476336866617203	0.01759851910173893	0.2024347484111786	0.354073166847229	0.4094172418117523	cross-encoder/nli-distilroberta-base	en
I see myself as someone who tends to find fault with others.	7	0.28730759024620056	0.5113264918327332	0.09938956052064896	0.06580987572669983	0.03616649657487869	cross-encoder/nli-distilroberta-base	en
I see myself as someone who does a thorough job.	8	0.023646309971809387	0.028163688257336617	0.15250331163406372	0.2287183254957199	0.5669683814048767	cross-encoder/nli-distilroberta-base	en
I see myself as someone who gets nervous easily.	9	0.10267123579978943	0.10784175246953964	0.3257330656051636	0.28799498081207275	0.1757589429616928	cross-encoder/nli-distilroberta-base	en
I see myself as someone who has an active imagination.	10	0.03232254460453987	0.05404502898454666	0.25694912672042847	0.3446926772594452	0.3119906187057495	cross-encoder/nli-distilroberta-base	en
I see myself as someone who is reserved.	1	0.14449690282344818	0.3704829514026642	0.22740338742733002	0.21222397685050964	0.04539284110069275	microsoft/deberta-base-mnli	en
I see myself as someone who is generally trusting.	2	0.03549889102578163	0.12455231696367264	0.13322663307189941	0.5493485927581787	0.1573735773563385	microsoft/deberta-base-mnli	en
I see myself as someone who tends to be lazy.	3	0.15011264383792877	0.3702496588230133	0.19846443831920624	0.2083364874124527	0.07283671945333481	microsoft/deberta-base-mnli	en
I see myself as someone who is relaxed, handles stress well.	4	0.054371900856494904	0.23867398500442505	0.1894063949584961	0.3571818172931671	0.16036587953567505	microsoft/deberta-base-mnli	en
I see myself as someone who has few artistic interests.	5	0.1455272138118744	0.3298049569129944	0.23595622181892395	0.20859336853027344	0.08011818677186966	microsoft/deberta-base-mnli	en
I see myself as someone who is outgoing, sociable.	6	0.03584678843617439	0.14955851435661316	0.10224664211273193	0.48012104630470276	0.23222698271274567	microsoft/deberta-base-mnli	en
I see myself as someone who tends to find fault with others.	7	0.16472572088241577	0.5114929676055908	0.22152766585350037	0.08703263849020004	0.015221032314002514	microsoft/deberta-base-mnli	en
I see myself as someone who does a thorough job.	8	0.04463747516274452	0.19444742798805237	0.15965625643730164	0.29059162735939026	0.3106671869754791	microsoft/deberta-base-mnli	en
I see myself as someone who gets nervous easily.	9	0.1298612356185913	0.3030572533607483	0.27444320917129517	0.2399052083492279	0.0527331605553627	microsoft/deberta-base-mnli	en
I see myself as someone who has an active imagination.	10	0.05467677488923073	0.22623680531978607	0.23850393295288086	0.2887987196445465	0.19178380072116852	microsoft/deberta-base-mnli	en
