item	item_index	0	1	2	3	4	5	model	lang
I am proud of my country’s history.	19	0.009640591219067574	0.06773651391267776	0.062146056443452835	0.16869303584098816	0.17651692032814026	0.5152668356895447	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Respect for authority is something all children need to learn.	20	0.03326278552412987	0.15998336672782898	0.16005179286003113	0.22483986616134644	0.24063555896282196	0.18122662603855133	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
People should not do things that are disgusting, even if no one is harmed.	21	0.15376916527748108	0.23191387951374054	0.22307060658931732	0.14125128090381622	0.19988469779491425	0.05011030659079552	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is better to do good than to do bad.	22	0.03524569422006607	0.21756932139396667	0.15783630311489105	0.19533322751522064	0.28441357612609863	0.10960192233324051	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
One of the worst things a person could do is hurt a defenseless animal.	23	0.14248640835285187	0.16325755417346954	0.18645113706588745	0.17922542989253998	0.14958389103412628	0.1789955496788025	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Justice is the most important requirement for a society.	24	0.03427606448531151	0.14598996937274933	0.13003648817539215	0.16507026553153992	0.20377330482006073	0.32085394859313965	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
People should be loyal to their family members, even when they have done something wrong.	25	0.03583678603172302	0.17808577418327332	0.2222772240638733	0.2245272696018219	0.20358861982822418	0.13568434119224548	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Men and women each have different roles to play in society.	26	0.13884881138801575	0.23436440527439117	0.2728351056575775	0.1866948902606964	0.13382841646671295	0.033428341150283813	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I would call some acts wrong on the grounds that they are unnatural.	27	0.20513558387756348	0.2197113335132599	0.3199706971645355	0.128205806016922	0.10539183765649796	0.02158479019999504	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It can never be right to kill a human being.	28	0.4347955286502838	0.1595604568719864	0.17814883589744568	0.08619210869073868	0.06509701907634735	0.0762060359120369	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.	29	0.46426692605018616	0.19010446965694427	0.2044273167848587	0.06398678570985794	0.0457850806415081	0.0314294695854187	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is more important to be a team player than to express oneself.	30	0.0697980523109436	0.2028631567955017	0.21891248226165771	0.2306859940290451	0.19964653253555298	0.07809385657310486	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.	31	0.10812988132238388	0.15301261842250824	0.3284567892551422	0.20161877572536469	0.14984089136123657	0.058940984308719635	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Chastity is an important and valuable virtue.	32	0.012275062501430511	0.09799610078334808	0.07810705900192261	0.21152621507644653	0.33882132172584534	0.26127421855926514	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Compassion for those who are suffering is the most crucial virtue.	17	0.021896174177527428	0.21778130531311035	0.14733454585075378	0.10206060856580734	0.1715279370546341	0.33939945697784424	facebook/bart-large-mnli	en
When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.	18	0.033911410719156265	0.2642955183982849	0.17452166974544525	0.10423718392848969	0.2463972568511963	0.1766369491815567	facebook/bart-large-mnli	en
I am proud of my country’s history.	19	0.010170521214604378	0.12415235489606857	0.11444808542728424	0.15998658537864685	0.24254588782787323	0.3486965000629425	facebook/bart-large-mnli	en
Respect for authority is something all children need to learn.	20	0.01741122268140316	0.21430566906929016	0.19708409905433655	0.13847588002681732	0.21677075326442719	0.21595235168933868	facebook/bart-large-mnli	en
People should not do things that are disgusting, even if no one is harmed.	21	0.2173815369606018	0.32380935549736023	0.28690075874328613	0.05091237276792526	0.06916829943656921	0.05182768404483795	facebook/bart-large-mnli	en
It is better to do good than to do bad.	22	0.01445529144257307	0.24845565855503082	0.11541498452425003	0.15643340349197388	0.25468605756759644	0.2105545848608017	facebook/bart-large-mnli	en
One of the worst things a person could do is hurt a defenseless animal.	23	0.22075863182544708	0.19178453087806702	0.2218678891658783	0.08436224609613419	0.08498302847146988	0.19624365866184235	facebook/bart-large-mnli	en
Justice is the most important requirement for a society.	24	0.019287502393126488	0.16854794323444366	0.13713666796684265	0.11220602691173553	0.2023289054632187	0.360493004322052	facebook/bart-large-mnli	en
People should be loyal to their family members, even when they have done something wrong.	25	0.018257781863212585	0.18114811182022095	0.21546563506126404	0.14908500015735626	0.18265202641487122	0.25339147448539734	facebook/bart-large-mnli	en
Men and women each have different roles to play in society.	26	0.05563264340162277	0.4209602475166321	0.346282958984375	0.050157420337200165	0.0997919961810112	0.027174849063158035	facebook/bart-large-mnli	en
I would call some acts wrong on the grounds that they are unnatural.	27	0.18509836494922638	0.24723581969738007	0.4896300435066223	0.024441830813884735	0.03737417235970497	0.01621977798640728	facebook/bart-large-mnli	en
It can never be right to kill a human being.	28	0.5246630311012268	0.15765121579170227	0.12867097556591034	0.020143508911132812	0.02635432779788971	0.1425168812274933	facebook/bart-large-mnli	en
I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.	29	0.3525286614894867	0.19246025383472443	0.2899085283279419	0.024535754695534706	0.05752494931221008	0.08304185420274734	facebook/bart-large-mnli	en
It is more important to be a team player than to express oneself.	30	0.04918411746621132	0.33052653074264526	0.2542564868927002	0.13577115535736084	0.15895335376262665	0.07130832970142365	facebook/bart-large-mnli	en
If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.	31	0.03776281327009201	0.23713189363479614	0.4052684009075165	0.1393037736415863	0.1341482400894165	0.046384867280721664	facebook/bart-large-mnli	en
Chastity is an important and valuable virtue.	32	0.012796543538570404	0.22092300653457642	0.13486117124557495	0.11132021248340607	0.23765039443969727	0.2824487090110779	facebook/bart-large-mnli	en
Compassion for those who are suffering is the most crucial virtue.	17	0.1356041133403778	0.14032043516635895	0.1670411229133606	0.05095728114247322	0.09592290967702866	0.4101541042327881	valhalla/distilbart-mnli-12-1	en
When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.	18	0.14038847386837006	0.131879523396492	0.2399451732635498	0.05621020868420601	0.08924644440412521	0.3423301875591278	valhalla/distilbart-mnli-12-1	en
I am proud of my country’s history.	19	0.09765486419200897	0.12366979569196701	0.2942541241645813	0.0836329236626625	0.07934770733118057	0.32144054770469666	valhalla/distilbart-mnli-12-1	en
Respect for authority is something all children need to learn.	20	0.10137256979942322	0.1062469482421875	0.23414704203605652	0.07283724099397659	0.0906737670302391	0.3947223722934723	valhalla/distilbart-mnli-12-1	en
People should not do things that are disgusting, even if no one is harmed.	21	0.5351542234420776	0.13525588810443878	0.16707204282283783	0.022292036563158035	0.02762385457754135	0.11260201781988144	valhalla/distilbart-mnli-12-1	en
It is better to do good than to do bad.	22	0.05621796101331711	0.13439792394638062	0.21742258965969086	0.13422784209251404	0.17039039731025696	0.28734317421913147	valhalla/distilbart-mnli-12-1	en
One of the worst things a person could do is hurt a defenseless animal.	23	0.42945724725723267	0.12118058651685715	0.14416921138763428	0.02759658358991146	0.05792269855737686	0.21967364847660065	valhalla/distilbart-mnli-12-1	en
Justice is the most important requirement for a society.	24	0.12029609829187393	0.1259622871875763	0.15484564006328583	0.05529037490487099	0.08692315220832825	0.456682413816452	valhalla/distilbart-mnli-12-1	en
People should be loyal to their family members, even when they have done something wrong.	25	0.12634320557117462	0.11667675524950027	0.3224988579750061	0.07753248512744904	0.07290349155664444	0.2840452492237091	valhalla/distilbart-mnli-12-1	en
Men and women each have different roles to play in society.	26	0.07830768823623657	0.19208404421806335	0.4464457035064697	0.09953440725803375	0.10574599355459213	0.07788219302892685	valhalla/distilbart-mnli-12-1	en
I would call some acts wrong on the grounds that they are unnatural.	27	0.39946410059928894	0.16228637099266052	0.41280803084373474	0.007899190299212933	0.00978175364434719	0.007760568987578154	valhalla/distilbart-mnli-12-1	en
It can never be right to kill a human being.	28	0.8193548321723938	0.05244585871696472	0.03632030636072159	0.0041484227403998375	0.006519815884530544	0.08121079951524734	valhalla/distilbart-mnli-12-1	en
I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.	29	0.5831811428070068	0.124859519302845	0.22228258848190308	0.006342971231788397	0.011378910392522812	0.05195481702685356	valhalla/distilbart-mnli-12-1	en
It is more important to be a team player than to express oneself.	30	0.0983927920460701	0.17464382946491241	0.3825283348560333	0.11702324450016022	0.1128591001033783	0.11455262452363968	valhalla/distilbart-mnli-12-1	en
If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.	31	0.07875187695026398	0.06547904759645462	0.6686802506446838	0.06789000332355499	0.03941072151064873	0.07978812605142593	valhalla/distilbart-mnli-12-1	en
Chastity is an important and valuable virtue.	32	0.061807725578546524	0.14666172862052917	0.17450909316539764	0.07261615246534348	0.1196521744132042	0.4247531294822693	valhalla/distilbart-mnli-12-1	en
Compassion for those who are suffering is the most crucial virtue.	17	0.0309707373380661	0.13254714012145996	0.0990465059876442	0.210065558552742	0.31242498755455017	0.21494506299495697	cross-encoder/nli-distilroberta-base	en
When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.	18	0.0516645610332489	0.18664328753948212	0.16828487813472748	0.24487698078155518	0.2188626527786255	0.12966760993003845	cross-encoder/nli-distilroberta-base	en
I am proud of my country’s history.	19	0.006081961095333099	0.027087893337011337	0.018248049542307854	0.13765761256217957	0.3321409225463867	0.47878360748291016	cross-encoder/nli-distilroberta-base	en
Respect for authority is something all children need to learn.	20	0.033099859952926636	0.11062587797641754	0.08974161744117737	0.2001001387834549	0.294716477394104	0.27171602845191956	cross-encoder/nli-distilroberta-base	en
People should not do things that are disgusting, even if no one is harmed.	21	0.16052234172821045	0.38602083921432495	0.23732300102710724	0.09859241545200348	0.09012522548437119	0.027416149154305458	cross-encoder/nli-distilroberta-base	en
It is better to do good than to do bad.	22	0.043098971247673035	0.21551384031772614	0.2029356211423874	0.30208492279052734	0.20533427596092224	0.031032288447022438	cross-encoder/nli-distilroberta-base	en
One of the worst things a person could do is hurt a defenseless animal.	23	0.3447437286376953	0.39103907346725464	0.19227665662765503	0.03715432435274124	0.023216553032398224	0.011569717898964882	cross-encoder/nli-distilroberta-base	en
Justice is the most important requirement for a society.	24	0.07960222661495209	0.16587400436401367	0.1438993662595749	0.16997477412223816	0.19661754369735718	0.2440321147441864	cross-encoder/nli-distilroberta-base	en
People should be loyal to their family members, even when they have done something wrong.	25	0.030443966388702393	0.14957642555236816	0.14645345509052277	0.30861353874206543	0.2704370617866516	0.09447553008794785	cross-encoder/nli-distilroberta-base	en
Men and women each have different roles to play in society.	26	0.03500223159790039	0.2682264745235443	0.2550900876522064	0.2582091987133026	0.14423087239265442	0.039241157472133636	cross-encoder/nli-distilroberta-base	en
I would call some acts wrong on the grounds that they are unnatural.	27	0.16773472726345062	0.4235754609107971	0.3234923779964447	0.050109297037124634	0.024739639833569527	0.010348480194807053	cross-encoder/nli-distilroberta-base	en
It can never be right to kill a human being.	28	0.47003790736198425	0.2685641646385193	0.21793445944786072	0.018557654693722725	0.014593098312616348	0.010312621481716633	cross-encoder/nli-distilroberta-base	en
I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.	29	0.3087098300457001	0.3683089315891266	0.2674863040447235	0.02712668851017952	0.020171061158180237	0.008197206072509289	cross-encoder/nli-distilroberta-base	en
It is more important to be a team player than to express oneself.	30	0.0674513727426529	0.3020196557044983	0.23848481476306915	0.1884983628988266	0.1670980006456375	0.036447811871767044	cross-encoder/nli-distilroberta-base	en
If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.	31	0.12170035392045975	0.22818976640701294	0.24207139015197754	0.18663626909255981	0.1607629656791687	0.060639236122369766	cross-encoder/nli-distilroberta-base	en
Chastity is an important and valuable virtue.	32	0.03557266294956207	0.10468672960996628	0.07268227636814117	0.225066140294075	0.26274457573890686	0.2992475628852844	cross-encoder/nli-distilroberta-base	en
Compassion for those who are suffering is the most crucial virtue.	17	0.014376271516084671	0.055214494466781616	0.10354054719209671	0.1872442215681076	0.11389287561178207	0.5257315635681152	microsoft/deberta-base-mnli	en
When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.	18	0.03297921270132065	0.11491695791482925	0.18412402272224426	0.2298104166984558	0.1143684983253479	0.32380083203315735	microsoft/deberta-base-mnli	en
I am proud of my country’s history.	19	0.008271564729511738	0.041834671050310135	0.10543578118085861	0.19526097178459167	0.1214330792427063	0.5277639627456665	microsoft/deberta-base-mnli	en
Respect for authority is something all children need to learn.	20	0.03515317663550377	0.10236426442861557	0.16710667312145233	0.24884730577468872	0.13077932596206665	0.31574928760528564	microsoft/deberta-base-mnli	en
People should not do things that are disgusting, even if no one is harmed.	21	0.2702222764492035	0.19759316742420197	0.20196044445037842	0.1259915828704834	0.06383108347654343	0.1404014527797699	microsoft/deberta-base-mnli	en
It is better to do good than to do bad.	22	0.025196678936481476	0.10857250541448593	0.13612250983715057	0.2351250797510147	0.1741408407688141	0.32084235548973083	microsoft/deberta-base-mnli	en
One of the worst things a person could do is hurt a defenseless animal.	23	0.11173070222139359	0.1892457753419876	0.23757028579711914	0.19758552312850952	0.06609731167554855	0.19777046144008636	microsoft/deberta-base-mnli	en
Justice is the most important requirement for a society.	24	0.0359637551009655	0.08635678887367249	0.16640065610408783	0.19760942459106445	0.06914503127336502	0.444524347782135	microsoft/deberta-base-mnli	en
People should be loyal to their family members, even when they have done something wrong.	25	0.02103409729897976	0.09157127887010574	0.13501837849617004	0.2269783318042755	0.11102109402418137	0.4143769145011902	microsoft/deberta-base-mnli	en
Men and women each have different roles to play in society.	26	0.09965008497238159	0.2528747022151947	0.3661789000034332	0.18998251855373383	0.07208312302827835	0.019230809062719345	microsoft/deberta-base-mnli	en
I would call some acts wrong on the grounds that they are unnatural.	27	0.2721889317035675	0.28028127551078796	0.31301558017730713	0.052856072783470154	0.04444653540849686	0.037211619317531586	microsoft/deberta-base-mnli	en
It can never be right to kill a human being.	28	0.7289651036262512	0.1206894963979721	0.09888815134763718	0.020057152956724167	0.00858435407280922	0.02281564101576805	microsoft/deberta-base-mnli	en
I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.	29	0.25318172574043274	0.22069624066352844	0.24453242123126984	0.08748582750558853	0.0487394742667675	0.14536429941654205	microsoft/deberta-base-mnli	en
It is more important to be a team player than to express oneself.	30	0.0502437949180603	0.14696353673934937	0.1829417645931244	0.22349201142787933	0.13482528924942017	0.2615335285663605	microsoft/deberta-base-mnli	en
If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.	31	0.13689102232456207	0.16308200359344482	0.20259897410869598	0.10650395601987839	0.14727579057216644	0.2436482459306717	microsoft/deberta-base-mnli	en
Chastity is an important and valuable virtue.	32	0.012207168154418468	0.04628840088844299	0.10133864730596542	0.19294008612632751	0.14915017783641815	0.49807554483413696	microsoft/deberta-base-mnli	en
