item	item_index	1	2	3	4	5	6	7	model	lang
A person with a penis can only ever be a woman if they have surgery to have a vagina instead.	20	0.0220788661390543	0.5301464796066284	0.22142653167247772	0.03561539947986603	0.061751045286655426	0.10548770427703857	0.023493988439440727	joeddav/xlm-roberta-large-xnli	en
A person with a vagina can only ever be a man if they have surgery to have a penis instead.	21	0.021888570860028267	0.48014914989471436	0.19801460206508636	0.03812840208411217	0.07604825496673584	0.1552165001630783	0.030554478988051414	joeddav/xlm-roberta-large-xnli	en
Gender identity is affected by how a person is raised.	22	0.05511203408241272	0.21195727586746216	0.11630629003047943	0.13057272136211395	0.17245396971702576	0.1906031370162964	0.12299457937479019	joeddav/xlm-roberta-large-xnli	en
A person’s experiences growing up determine whether they will be feminine or masculine.	23	0.04007396847009659	0.10299999266862869	0.1525891274213791	0.3398197889328003	0.18325890600681305	0.11523379385471344	0.06602435559034348	joeddav/xlm-roberta-large-xnli	en
A person’s gender can change over time.	1	0.08023475110530853	0.21802034974098206	0.29154160618782043	0.05402422323822975	0.2153102606534958	0.0787646472454071	0.06210413575172424	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Non-binary gender identities are valid.	2	0.020048758015036583	0.07714343816041946	0.10631481558084488	0.11043206602334976	0.2221776843070984	0.3554301857948303	0.10845310986042023	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Non-binary gender identities have always existed.	3	0.033758606761693954	0.15098421275615692	0.11903052031993866	0.1860133856534958	0.19321098923683167	0.21566803753376007	0.10133420675992966	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
People who express their gender in ways that go against society’s norms are just being their true selves.	4	0.07989583909511566	0.31249016523361206	0.2668980062007904	0.07835660129785538	0.14128030836582184	0.07338279485702515	0.04769636318087578	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Gender is about how you express yourself (e.	5	0.05650659650564194	0.2255849987268448	0.27540284395217896	0.04815863445401192	0.2287028580904007	0.10924015194177628	0.05640384554862976	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Being a woman or a man has nothing to do with what genitals you have.	6	0.044391341507434845	0.09100005030632019	0.06550787389278412	0.5903028845787048	0.06950507313013077	0.08849875628948212	0.05079393461346626	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
The only thing that determines whether someone truly is a woman or a man is whether they identify as a woman or a man.	7	0.08325223624706268	0.18625271320343018	0.15423402190208435	0.2175750434398651	0.14672671258449554	0.12030323594808578	0.09165601432323456	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Transgender identities are natural.	8	0.01266886293888092	0.04214150831103325	0.06639496982097626	0.1080542504787445	0.21872147917747498	0.37911680340766907	0.1729021519422531	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Transgender people were born the way they are.	9	0.05077287554740906	0.10167422145605087	0.08920896798372269	0.17603068053722382	0.1470889002084732	0.3203026354312897	0.1149216815829277	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It would be best if society stopped labeling people based on whether they are female or male.	10	0.06840779632329941	0.23623085021972656	0.23204419016838074	0.1467473804950714	0.17212611436843872	0.10003549605607986	0.04440819472074509	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
There are many different gender identities people can have.	11	0.059589408338069916	0.23877516388893127	0.360883891582489	0.08132153749465942	0.1736273467540741	0.05811087042093277	0.027691854164004326	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Biological sex is not just female or male; there are many possibilities.	12	0.03613909333944321	0.18368789553642273	0.24231910705566406	0.05598845332860947	0.2527490258216858	0.14740218222141266	0.08171427249908447	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
It is possible to have more than one gender identity at the same time.	13	0.05115456134080887	0.16905097663402557	0.2041667252779007	0.060838136821985245	0.23790544271469116	0.18568430840969086	0.09119980037212372	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Not all cultures have the same gender identities.	14	0.07312838733196259	0.25498369336128235	0.32752111554145813	0.08076436817646027	0.2038281112909317	0.045799244195222855	0.01397502887994051	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Men who behave in feminine ways are looking for attention.	15	0.06319557875394821	0.16032125055789948	0.2069539874792099	0.04922971874475479	0.24614489078521729	0.16056132316589355	0.11359326541423798	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
A real man needs to be masculine.	16	0.035139162093400955	0.10184374451637268	0.16709929704666138	0.05671949312090874	0.2374749779701233	0.24279947578907013	0.15892381966114044	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
People of the same gender tend to be similar to each other.	17	0.009652990847826004	0.019935503602027893	0.059544071555137634	0.09631900489330292	0.30567488074302673	0.393612265586853	0.11526132375001907	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
People who have the same biological sex are mostly similar to each other.	18	0.012733305804431438	0.026066426187753677	0.06440895795822144	0.09444382786750793	0.30438724160194397	0.3713565468788147	0.12660369277000427	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Feminine people are similar to other feminine people, and masculine people are similar to other masculine people.	19	0.018829194828867912	0.07865892350673676	0.1335553675889969	0.15178169310092926	0.23792648315429688	0.2901800274848938	0.08906831592321396	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
A person with a penis can only ever be a woman if they have surgery to have a vagina instead.	20	0.07692815363407135	0.1711784452199936	0.17872248589992523	0.07888148725032806	0.21667873859405518	0.1611325442790985	0.11647810786962509	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
A person with a vagina can only ever be a man if they have surgery to have a penis instead.	21	0.07458049803972244	0.16017447412014008	0.18014030158519745	0.08170641958713531	0.21877820789813995	0.1634187549352646	0.12120140343904495	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
Gender identity is affected by how a person is raised.	22	0.07025890052318573	0.2284916788339615	0.24960097670555115	0.03412555903196335	0.2275039702653885	0.11783596873283386	0.07218296825885773	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
A person’s experiences growing up determine whether they will be feminine or masculine.	23	0.04173760116100311	0.18326713144779205	0.22517964243888855	0.06113933399319649	0.2670343816280365	0.14561966061592102	0.07602225989103317	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
A person’s gender can change over time.	1	0.037497010082006454	0.14032933115959167	0.3400677740573883	0.030259745195508003	0.1688731163740158	0.200515478849411	0.08245761692523956	facebook/bart-large-mnli	en
Non-binary gender identities are valid.	2	0.0093836123123765	0.030043914914131165	0.06433366239070892	0.3340264856815338	0.1609279364347458	0.25491011142730713	0.14637421071529388	facebook/bart-large-mnli	en
Non-binary gender identities have always existed.	3	0.022108018398284912	0.11569675803184509	0.13251899182796478	0.47864773869514465	0.09782817214727402	0.099934421479702	0.05326595902442932	facebook/bart-large-mnli	en
People who express their gender in ways that go against society’s norms are just being their true selves.	4	0.0515250638127327	0.20356369018554688	0.396009624004364	0.06523529440164566	0.13070043921470642	0.08116146177053452	0.07180438935756683	facebook/bart-large-mnli	en
Gender is about how you express yourself (e.	5	0.04380311816930771	0.10556294769048691	0.35080215334892273	0.056601446121931076	0.21049129962921143	0.1513207107782364	0.08141826093196869	facebook/bart-large-mnli	en
Being a woman or a man has nothing to do with what genitals you have.	6	0.09807011485099792	0.19033284485340118	0.2880706787109375	0.16509728133678436	0.0990777239203453	0.09433266520500183	0.0650186762213707	facebook/bart-large-mnli	en
The only thing that determines whether someone truly is a woman or a man is whether they identify as a woman or a man.	7	0.039801325649023056	0.12484810501337051	0.2723441421985626	0.2238641083240509	0.1310597062110901	0.1286218911409378	0.0794607475399971	facebook/bart-large-mnli	en
Transgender identities are natural.	8	0.013209535740315914	0.040096960961818695	0.061183977872133255	0.07309293746948242	0.22271642088890076	0.3444719910621643	0.24522808194160461	facebook/bart-large-mnli	en
Transgender people were born the way they are.	9	0.044427573680877686	0.11915545910596848	0.3695391118526459	0.09342047572135925	0.1746426671743393	0.11420268565416336	0.08461213111877441	facebook/bart-large-mnli	en
It would be best if society stopped labeling people based on whether they are female or male.	10	0.08516410738229752	0.1981501430273056	0.4216543436050415	0.05192027613520622	0.10473854839801788	0.06452471762895584	0.07384779304265976	facebook/bart-large-mnli	en
There are many different gender identities people can have.	11	0.04747401922941208	0.20743729174137115	0.42911598086357117	0.08489950746297836	0.08977782726287842	0.10435795038938522	0.03693745285272598	facebook/bart-large-mnli	en
Biological sex is not just female or male; there are many possibilities.	12	0.05077896639704704	0.23925171792507172	0.4030267000198364	0.12511064112186432	0.0828433409333229	0.06359896063804626	0.035389646887779236	facebook/bart-large-mnli	en
It is possible to have more than one gender identity at the same time.	13	0.02476799115538597	0.19246917963027954	0.25718238949775696	0.06082293391227722	0.20954999327659607	0.18086670339107513	0.0743408277630806	facebook/bart-large-mnli	en
Not all cultures have the same gender identities.	14	0.053193289786577225	0.1895972490310669	0.6472294926643372	0.037017036229372025	0.04383840411901474	0.02136998251080513	0.007754648104310036	facebook/bart-large-mnli	en
Men who behave in feminine ways are looking for attention.	15	0.06195451691746712	0.17398543655872345	0.42071303725242615	0.05347638577222824	0.15576931834220886	0.08267878741025925	0.051422473043203354	facebook/bart-large-mnli	en
A real man needs to be masculine.	16	0.06817664951086044	0.12850958108901978	0.2574152946472168	0.04424702003598213	0.12434953451156616	0.1877208799123764	0.1895809918642044	facebook/bart-large-mnli	en
People of the same gender tend to be similar to each other.	17	0.003071719082072377	0.01673961989581585	0.0315428227186203	0.031056959182024002	0.5792832374572754	0.23160043358802795	0.10670524090528488	facebook/bart-large-mnli	en
People who have the same biological sex are mostly similar to each other.	18	0.004863699898123741	0.022874820977449417	0.03867542743682861	0.034487273544073105	0.5697737336158752	0.22709636390209198	0.10222872346639633	facebook/bart-large-mnli	en
Feminine people are similar to other feminine people, and masculine people are similar to other masculine people.	19	0.009909098967909813	0.04945007339119911	0.11161401122808456	0.06259068101644516	0.44517335295677185	0.23539187014102936	0.0858708992600441	facebook/bart-large-mnli	en
A person with a penis can only ever be a woman if they have surgery to have a vagina instead.	20	0.06820309907197952	0.23806755244731903	0.3563845753669739	0.046930134296417236	0.10208946466445923	0.11993677169084549	0.06838832050561905	facebook/bart-large-mnli	en
A person with a vagina can only ever be a man if they have surgery to have a penis instead.	21	0.09230632334947586	0.2692781090736389	0.3776147961616516	0.043255824595689774	0.07490254938602448	0.0884132981300354	0.05422913655638695	facebook/bart-large-mnli	en
Gender identity is affected by how a person is raised.	22	0.05138339102268219	0.14987796545028687	0.3182186484336853	0.045720092952251434	0.18407785892486572	0.15091919898986816	0.09980281442403793	facebook/bart-large-mnli	en
A person’s experiences growing up determine whether they will be feminine or masculine.	23	0.034669142216444016	0.19308573007583618	0.3760835528373718	0.057484570890665054	0.12993468344211578	0.14096727967262268	0.06777496635913849	facebook/bart-large-mnli	en
A person’s gender can change over time.	1	0.04990151897072792	0.1510179042816162	0.4792291820049286	0.020385434851050377	0.1277565211057663	0.12779705226421356	0.04391239956021309	valhalla/distilbart-mnli-12-1	en
Non-binary gender identities are valid.	2	0.04376246780157089	0.12257501482963562	0.27535197138786316	0.04679777845740318	0.15326181054115295	0.19816386699676514	0.16008706390857697	valhalla/distilbart-mnli-12-1	en
Non-binary gender identities have always existed.	3	0.08257225155830383	0.19576264917850494	0.36988088488578796	0.059974897652864456	0.10164257884025574	0.11124292016029358	0.07892384380102158	valhalla/distilbart-mnli-12-1	en
People who express their gender in ways that go against society’s norms are just being their true selves.	4	0.08667337149381638	0.24439601600170135	0.40722519159317017	0.029026512056589127	0.07787760347127914	0.08923205733299255	0.06556925922632217	valhalla/distilbart-mnli-12-1	en
Gender is about how you express yourself (e.	5	0.07887785136699677	0.10000202804803848	0.4150945544242859	0.03955107554793358	0.15475352108478546	0.10009985417127609	0.11162104457616806	valhalla/distilbart-mnli-12-1	en
Being a woman or a man has nothing to do with what genitals you have.	6	0.12654688954353333	0.22719331085681915	0.3311455547809601	0.03195566311478615	0.06352538615465164	0.13205210864543915	0.08758104592561722	valhalla/distilbart-mnli-12-1	en
The only thing that determines whether someone truly is a woman or a man is whether they identify as a woman or a man.	7	0.0685606300830841	0.14818070828914642	0.19018591940402985	0.07317239791154861	0.12478091567754745	0.2238817662000656	0.17123766243457794	valhalla/distilbart-mnli-12-1	en
Transgender identities are natural.	8	0.057538073509931564	0.11947396397590637	0.16633976995944977	0.03327612206339836	0.1526464968919754	0.19869503378868103	0.2720305323600769	valhalla/distilbart-mnli-12-1	en
Transgender people were born the way they are.	9	0.16462264955043793	0.18283803761005402	0.2608340084552765	0.03660931810736656	0.10310216248035431	0.12332212924957275	0.12867169082164764	valhalla/distilbart-mnli-12-1	en
It would be best if society stopped labeling people based on whether they are female or male.	10	0.08280600607395172	0.2211826592683792	0.349213182926178	0.015443861484527588	0.11599773168563843	0.1220032274723053	0.09335333853960037	valhalla/distilbart-mnli-12-1	en
There are many different gender identities people can have.	11	0.051399391144514084	0.1935499906539917	0.4713601768016815	0.03364375978708267	0.10629688948392868	0.10292300581932068	0.04082675278186798	valhalla/distilbart-mnli-12-1	en
Biological sex is not just female or male; there are many possibilities.	12	0.06355180591344833	0.21497447788715363	0.4508924186229706	0.02862462028861046	0.08551771938800812	0.11009641736745834	0.04634261503815651	valhalla/distilbart-mnli-12-1	en
It is possible to have more than one gender identity at the same time.	13	0.035094767808914185	0.1776498258113861	0.47126269340515137	0.02850208804011345	0.11808443069458008	0.12389885634183884	0.04550730064511299	valhalla/distilbart-mnli-12-1	en
Not all cultures have the same gender identities.	14	0.02747441828250885	0.3134814202785492	0.5534613132476807	0.00575398001819849	0.053539570420980453	0.03689390420913696	0.009395379573106766	valhalla/distilbart-mnli-12-1	en
Men who behave in feminine ways are looking for attention.	15	0.0720633715391159	0.13863036036491394	0.35613203048706055	0.022729627788066864	0.1580875664949417	0.15807639062404633	0.09428069740533829	valhalla/distilbart-mnli-12-1	en
A real man needs to be masculine.	16	0.13576740026474	0.1261231154203415	0.27791428565979004	0.01653311215341091	0.09412449598312378	0.15822406113147736	0.19131353497505188	valhalla/distilbart-mnli-12-1	en
People of the same gender tend to be similar to each other.	17	0.006532470695674419	0.018997114151716232	0.07168418914079666	0.011799396947026253	0.6150762438774109	0.165684774518013	0.11022580415010452	valhalla/distilbart-mnli-12-1	en
People who have the same biological sex are mostly similar to each other.	18	0.008680470287799835	0.02664932981133461	0.10164651274681091	0.011171707883477211	0.5963665843009949	0.14733727276325226	0.10814814269542694	valhalla/distilbart-mnli-12-1	en
Feminine people are similar to other feminine people, and masculine people are similar to other masculine people.	19	0.009030863642692566	0.039531197398900986	0.1180337443947792	0.01551771443337202	0.5645434260368347	0.19224850833415985	0.06109454110264778	valhalla/distilbart-mnli-12-1	en
A person with a penis can only ever be a woman if they have surgery to have a vagina instead.	20	0.12094464898109436	0.2633934020996094	0.37173861265182495	0.01751573197543621	0.055325333029031754	0.12137828767299652	0.04970404505729675	valhalla/distilbart-mnli-12-1	en
A person with a vagina can only ever be a man if they have surgery to have a penis instead.	21	0.12729118764400482	0.2798255681991577	0.3809122145175934	0.015508508309721947	0.05080874264240265	0.10312312841415405	0.04253070801496506	valhalla/distilbart-mnli-12-1	en
Gender identity is affected by how a person is raised.	22	0.06883516162633896	0.20335298776626587	0.42377278208732605	0.022433606907725334	0.09001711755990982	0.13480345904827118	0.05678487569093704	valhalla/distilbart-mnli-12-1	en
A person’s experiences growing up determine whether they will be feminine or masculine.	23	0.07227730751037598	0.18173140287399292	0.36659589409828186	0.032182417809963226	0.12147234380245209	0.13977347314357758	0.08596717566251755	valhalla/distilbart-mnli-12-1	en
A person’s gender can change over time.	1	0.022783290594816208	0.0948256179690361	0.328655868768692	0.10035201162099838	0.34925657510757446	0.08484435826539993	0.01928219012916088	cross-encoder/nli-distilroberta-base	en
Non-binary gender identities are valid.	2	0.003977633081376553	0.007321636658161879	0.01852605491876602	0.04917661100625992	0.23234553635120392	0.5404828786849976	0.1481696367263794	cross-encoder/nli-distilroberta-base	en
Non-binary gender identities have always existed.	3	0.029969602823257446	0.0805126205086708	0.1149400919675827	0.1862069070339203	0.14434564113616943	0.25249746441841125	0.19152764976024628	cross-encoder/nli-distilroberta-base	en
People who express their gender in ways that go against society’s norms are just being their true selves.	4	0.08213836699724197	0.21990478038787842	0.35347017645835876	0.18670053780078888	0.10901577025651932	0.030006790533661842	0.01876356638967991	cross-encoder/nli-distilroberta-base	en
Gender is about how you express yourself (e.	5	0.06091872230172157	0.1685001403093338	0.20725537836551666	0.19410212337970734	0.14803646504878998	0.1582462340593338	0.06294096261262894	cross-encoder/nli-distilroberta-base	en
Being a woman or a man has nothing to do with what genitals you have.	6	0.07108265906572342	0.21475118398666382	0.26118767261505127	0.2864132225513458	0.09065629541873932	0.05419738590717316	0.021711574867367744	cross-encoder/nli-distilroberta-base	en
The only thing that determines whether someone truly is a woman or a man is whether they identify as a woman or a man.	7	0.06401723623275757	0.17583389580249786	0.2037409394979477	0.29531946778297424	0.08367686718702316	0.11804333329200745	0.05936822667717934	cross-encoder/nli-distilroberta-base	en
Transgender identities are natural.	8	0.010487955063581467	0.02029978483915329	0.04204462096095085	0.16205567121505737	0.22969642281532288	0.3894597291946411	0.14595584571361542	cross-encoder/nli-distilroberta-base	en
Transgender people were born the way they are.	9	0.014937889762222767	0.03097343258559704	0.05158494785428047	0.10907060652971268	0.20458769798278809	0.45955026149749756	0.12929517030715942	cross-encoder/nli-distilroberta-base	en
It would be best if society stopped labeling people based on whether they are female or male.	10	0.062376078218221664	0.223670095205307	0.2906508445739746	0.171227365732193	0.17297954857349396	0.055693186819553375	0.023402785882353783	cross-encoder/nli-distilroberta-base	en
There are many different gender identities people can have.	11	0.039465513080358505	0.12937603890895844	0.34173092246055603	0.1377502977848053	0.2696049213409424	0.05709458887577057	0.024977730587124825	cross-encoder/nli-distilroberta-base	en
Biological sex is not just female or male; there are many possibilities.	12	0.03264865279197693	0.10942409932613373	0.2984090745449066	0.12882819771766663	0.34167107939720154	0.058418549597263336	0.030600368976593018	cross-encoder/nli-distilroberta-base	en
It is possible to have more than one gender identity at the same time.	13	0.008521637879312038	0.02771223708987236	0.06940674781799316	0.08142342418432236	0.5157901048660278	0.25303322076797485	0.04411261901259422	cross-encoder/nli-distilroberta-base	en
Not all cultures have the same gender identities.	14	0.04410407692193985	0.3482068181037903	0.5339972972869873	0.03469705209136009	0.033917222172021866	0.0030320051591843367	0.0020454965997487307	cross-encoder/nli-distilroberta-base	en
Men who behave in feminine ways are looking for attention.	15	0.02317907102406025	0.11813928931951523	0.18318361043930054	0.12565138936042786	0.3566327393054962	0.14036059379577637	0.0528532937169075	cross-encoder/nli-distilroberta-base	en
A real man needs to be masculine.	16	0.08064575493335724	0.22004729509353638	0.2511507570743561	0.19923096895217896	0.12729205191135406	0.08165184408426285	0.039981354027986526	cross-encoder/nli-distilroberta-base	en
People of the same gender tend to be similar to each other.	17	0.00515999598428607	0.011773191392421722	0.029912682250142097	0.09443988651037216	0.46167081594467163	0.27514928579330444	0.12189406901597977	cross-encoder/nli-distilroberta-base	en
People who have the same biological sex are mostly similar to each other.	18	0.0043715862557291985	0.009861488826572895	0.022494694218039513	0.08511175960302353	0.41901877522468567	0.29210221767425537	0.16703948378562927	cross-encoder/nli-distilroberta-base	en
Feminine people are similar to other feminine people, and masculine people are similar to other masculine people.	19	0.012912186793982983	0.04816518723964691	0.08752313256263733	0.14011697471141815	0.29635483026504517	0.2873680293560028	0.12755969166755676	cross-encoder/nli-distilroberta-base	en
A person with a penis can only ever be a woman if they have surgery to have a vagina instead.	20	0.0677739605307579	0.3407135605812073	0.2876448929309845	0.1482315957546234	0.08453033864498138	0.04979506880044937	0.021310580894351006	cross-encoder/nli-distilroberta-base	en
A person with a vagina can only ever be a man if they have surgery to have a penis instead.	21	0.07524169236421585	0.3434113562107086	0.28986331820487976	0.14177529513835907	0.08057462424039841	0.048353664577007294	0.02077997289597988	cross-encoder/nli-distilroberta-base	en
Gender identity is affected by how a person is raised.	22	0.05217362567782402	0.22760537266731262	0.33425459265708923	0.10945315659046173	0.15365462005138397	0.09876469522714615	0.02409389801323414	cross-encoder/nli-distilroberta-base	en
A person’s experiences growing up determine whether they will be feminine or masculine.	23	0.033050112426280975	0.14587034285068512	0.3721242845058441	0.11418698728084564	0.24180611968040466	0.06975432485342026	0.023207876831293106	cross-encoder/nli-distilroberta-base	en
A person’s gender can change over time.	1	0.018323617056012154	0.1238115131855011	0.18201510608196259	0.05768946185708046	0.3781752288341522	0.14144030213356018	0.09854471683502197	microsoft/deberta-base-mnli	en
Non-binary gender identities are valid.	2	0.008690549060702324	0.06297241151332855	0.08799831569194794	0.05675763264298439	0.2777370810508728	0.33603012561798096	0.169813871383667	microsoft/deberta-base-mnli	en
Non-binary gender identities have always existed.	3	0.030655981972813606	0.08666341006755829	0.1599736213684082	0.06345678865909576	0.28655874729156494	0.2233254760503769	0.14936591684818268	microsoft/deberta-base-mnli	en
People who express their gender in ways that go against society’s norms are just being their true selves.	4	0.04595934972167015	0.2500079572200775	0.20436230301856995	0.09686648100614548	0.1953735202550888	0.1236402839422226	0.08379005640745163	microsoft/deberta-base-mnli	en
Gender is about how you express yourself (e.	5	0.02931402623653412	0.14582939445972443	0.1447814553976059	0.09369371086359024	0.22505320608615875	0.2556416392326355	0.10568662732839584	microsoft/deberta-base-mnli	en
Being a woman or a man has nothing to do with what genitals you have.	6	0.12722362577915192	0.2503059208393097	0.07799004763364792	0.2499932050704956	0.07364340126514435	0.1386895626783371	0.08215423673391342	microsoft/deberta-base-mnli	en
The only thing that determines whether someone truly is a woman or a man is whether they identify as a woman or a man.	7	0.03564954176545143	0.19362834095954895	0.2275203913450241	0.1453738659620285	0.203924760222435	0.13204990327358246	0.061853181570768356	microsoft/deberta-base-mnli	en
Transgender identities are natural.	8	0.008669438771903515	0.04658308997750282	0.07062913477420807	0.03167024254798889	0.24409423768520355	0.36808180809020996	0.23027198016643524	microsoft/deberta-base-mnli	en
Transgender people were born the way they are.	9	0.07773171365261078	0.13356320559978485	0.18289121985435486	0.0838177502155304	0.2322426438331604	0.16736164689064026	0.12239176779985428	microsoft/deberta-base-mnli	en
It would be best if society stopped labeling people based on whether they are female or male.	10	0.07663331925868988	0.30322831869125366	0.2134808599948883	0.10468240082263947	0.13375385105609894	0.13448737561702728	0.033733952790498734	microsoft/deberta-base-mnli	en
There are many different gender identities people can have.	11	0.02932204306125641	0.19103161990642548	0.2585825026035309	0.05313322693109512	0.343823105096817	0.09171377122402191	0.03239377960562706	microsoft/deberta-base-mnli	en
Biological sex is not just female or male; there are many possibilities.	12	0.019268110394477844	0.17951934039592743	0.21675318479537964	0.06948822736740112	0.35772866010665894	0.11591506749391556	0.04132741317152977	microsoft/deberta-base-mnli	en
It is possible to have more than one gender identity at the same time.	13	0.0056734830141067505	0.0602148175239563	0.09627604484558105	0.02018914930522442	0.4398650825023651	0.25878745317459106	0.11899396777153015	microsoft/deberta-base-mnli	en
Not all cultures have the same gender identities.	14	0.1066298708319664	0.39714062213897705	0.25066283345222473	0.04608003422617912	0.10249324887990952	0.07635920494794846	0.02063419111073017	microsoft/deberta-base-mnli	en
Men who behave in feminine ways are looking for attention.	15	0.05475103110074997	0.15916304290294647	0.23078826069831848	0.08852093666791916	0.22828708589076996	0.13637781143188477	0.10211183875799179	microsoft/deberta-base-mnli	en
A real man needs to be masculine.	16	0.04510503262281418	0.13954637944698334	0.1844746470451355	0.05872126668691635	0.2045065015554428	0.1831798106431961	0.1844664365053177	microsoft/deberta-base-mnli	en
People of the same gender tend to be similar to each other.	17	0.005438399035483599	0.0241180881857872	0.04718654975295067	0.02312552183866501	0.43112263083457947	0.28730449080467224	0.1817043125629425	microsoft/deberta-base-mnli	en
