item	item_index	1	2	3	4	5	model	lang
Ich mache mir viele Sorgen.	19	0.23854972422122955	0.2794519066810608	0.07177649438381195	0.1794356256723404	0.23078618943691254	joeddav/xlm-roberta-large-xnli	de
Ich habe eine aktive Vorstellungskraft, bin phantasievoll.	20	0.0930323675274849	0.13183417916297913	0.08798076212406158	0.3378097712993622	0.3493429720401764	joeddav/xlm-roberta-large-xnli	de
Ich bin eher der “stille Typ”, wortkarg.	21	0.042468294501304626	0.2717558443546295	0.03655698895454407	0.5734663009643555	0.07575258612632751	joeddav/xlm-roberta-large-xnli	de
Ich schenke anderen Vertrauen, glaube an das Gute im Menschen.	22	0.09547962248325348	0.10189292579889297	0.10526446253061295	0.3023585379123688	0.3950044810771942	joeddav/xlm-roberta-large-xnli	de
Ich bin bequem, neige zur Faulheit.	23	0.08448243886232376	0.6172831058502197	0.03382084146142006	0.15848508477210999	0.10592848062515259	joeddav/xlm-roberta-large-xnli	de
Ich bin emotional ausgeglichen, nicht leicht aus der Fassung zu bringen.	24	0.13563750684261322	0.3128395080566406	0.1954868733882904	0.21200716495513916	0.14402887225151062	joeddav/xlm-roberta-large-xnli	de
Ich bin erfinderisch und einfallsreich.	25	0.09371501952409744	0.14009350538253784	0.14028853178024292	0.28191077709198	0.3439922034740448	joeddav/xlm-roberta-large-xnli	de
Ich bin durchsetzungsfähig, energisch.	26	0.051028452813625336	0.07506242394447327	0.05808247998356819	0.30070462822914124	0.5151219367980957	joeddav/xlm-roberta-large-xnli	de
Ich kann mich kalt und distanziert verhalten.	27	0.08646374195814133	0.06567537784576416	0.11730097979307175	0.3172464966773987	0.4133133888244629	joeddav/xlm-roberta-large-xnli	de
Ich harre aus (und arbeite weiter), bis die Aufgabe fertig ist.	28	0.0932082012295723	0.11214534193277359	0.06926311552524567	0.24656516313552856	0.4788181781768799	joeddav/xlm-roberta-large-xnli	de
Ich kann launisch sein, habe schwankende Stimmungen.	29	0.16687288880348206	0.28866177797317505	0.14050625264644623	0.19045042991638184	0.21350866556167603	joeddav/xlm-roberta-large-xnli	de
Ich schätze künstlerische und ästhetische Eindrücke.	30	0.1088852658867836	0.11877138912677765	0.08187846094369888	0.24496380984783173	0.4455009996891022	joeddav/xlm-roberta-large-xnli	de
Ich bin manchmal schüchtern und gehemmt.	31	0.1184425801038742	0.3686925172805786	0.08602609485387802	0.22564473748207092	0.20119406282901764	joeddav/xlm-roberta-large-xnli	de
Ich bin rücksichtsvoll zu anderen, einfühlsam.	32	0.11246836185455322	0.1332281231880188	0.08441143482923508	0.3127423822879791	0.35714972019195557	joeddav/xlm-roberta-large-xnli	de
Ich bin tüchtig und arbeite flott.	33	0.039289843291044235	0.049142319709062576	0.04358562082052231	0.20168139040470123	0.6663008332252502	joeddav/xlm-roberta-large-xnli	de
Ich bleibe ruhig, selbst in Stresssituationen.	34	0.10597427189350128	0.14841607213020325	0.08968368917703629	0.3201906383037567	0.3357352912425995	joeddav/xlm-roberta-large-xnli	de
Ich mag es, wenn Aufgaben routinemäßig zu erledigen sind.	35	0.026990393176674843	0.027045762166380882	0.02898450940847397	0.33579355478286743	0.5811858177185059	joeddav/xlm-roberta-large-xnli	de
Ich gehe aus mir heraus, bin gesellig.	36	0.1084938496351242	0.25032904744148254	0.18827898800373077	0.21434885263442993	0.23854926228523254	joeddav/xlm-roberta-large-xnli	de
Ich kann mich schroff und abweisend anderen gegenüber verhalten.	37	0.07219042629003525	0.0932009369134903	0.10396267473697662	0.23400291800498962	0.4966430068016052	joeddav/xlm-roberta-large-xnli	de
Ich mache Pläne und führt sie auch durch.	38	0.029107775539159775	0.025018174201250076	0.038492754101753235	0.2662564814090729	0.6411248445510864	joeddav/xlm-roberta-large-xnli	de
Ich werde leicht nervös und unsicher.	39	0.1643688976764679	0.29653704166412354	0.061081141233444214	0.2767121195793152	0.2013007551431656	joeddav/xlm-roberta-large-xnli	de
Ich stelle gerne Überlegungen an, spielt mit abstrakten Ideen.	40	0.09364388883113861	0.06333845853805542	0.0912267342209816	0.4536990523338318	0.298091858625412	joeddav/xlm-roberta-large-xnli	de
Ich habe nur wenig künstlerisches Interesse.	41	0.15549613535404205	0.6208822131156921	0.06664198637008667	0.07351259887218475	0.0834670290350914	joeddav/xlm-roberta-large-xnli	de
Ich verhalte mich kooperativ, ziehe Zusammenarbeit dem Wettbewerb vor.	42	0.03706107288599014	0.06793668866157532	0.07773910462856293	0.4933658242225647	0.3238973021507263	joeddav/xlm-roberta-large-xnli	de
Ich bin leicht ablenkbar, bleibe nicht bei der Sache.	43	0.22140155732631683	0.445290207862854	0.131758451461792	0.12370263040065765	0.07784721255302429	joeddav/xlm-roberta-large-xnli	de
Ich kenne mich gut in Musik, Kunst oder Literatur aus.	44	0.11087410897016525	0.2257668823003769	0.11007699370384216	0.29849520325660706	0.25478678941726685	joeddav/xlm-roberta-large-xnli	de
Ich habe oft Krach mit anderen.	45	0.0777188092470169	0.190357506275177	0.07765704393386841	0.2431001216173172	0.4111664891242981	joeddav/xlm-roberta-large-xnli	de
Ich bin gesprächig, unterhalte mich gern.	1	0.006825279910117388	0.02803003415465355	0.6195746064186096	0.2440272569656372	0.1015428677201271	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich neige dazu, andere zu kritisieren.	2	0.054411161690950394	0.33498698472976685	0.07380518317222595	0.51551753282547	0.02127910777926445	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich erledige Aufgaben gründlich.	3	0.007221450563520193	0.01416060421615839	0.2282799333333969	0.36063352227211	0.3897044360637665	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin deprimiert, niedergeschlagen.	4	0.2172691375017166	0.2473725527524948	0.18149124085903168	0.24478964507579803	0.10907745361328125	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin originell, entwickle neue Ideen.	5	0.005891888868063688	0.022257855162024498	0.4834291934967041	0.324329674243927	0.16409142315387726	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin eher zurückhaltend, reserviert.	6	0.023938259109854698	0.12640638649463654	0.08855384588241577	0.7323219180107117	0.0287795290350914	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin hilfsbereit und selbstlos gegenüber anderen.	7	0.01595352031290531	0.05663375183939934	0.4837801158428192	0.3003802001476288	0.14325237274169922	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin manchmal unsorgfältig und schluderig.	8	0.10827328264713287	0.3045097887516022	0.18619368970394135	0.3137620985507965	0.08726118505001068	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin entspannt, lasse mich durch Stress nicht aus der Ruhe bringen.	9	0.1232927218079567	0.13050870597362518	0.11103658378124237	0.432921826839447	0.20224013924598694	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin vielseitig interessiert.	10	0.006748184561729431	0.02415926195681095	0.7748140692710876	0.09244917333126068	0.10182932764291763	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin voller Energie und Tatendrang.	11	0.017758803442120552	0.050879985094070435	0.37975186109542847	0.3184119760990143	0.23319745063781738	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin häufig in Streitereien verwickelt.	12	0.07467833161354065	0.14054062962532043	0.20052586495876312	0.39266592264175415	0.19158920645713806	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich arbeite zuverlässig und gewissenhaft.	13	0.006739864591509104	0.010787543840706348	0.14043015241622925	0.41321027278900146	0.42883217334747314	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich reagiere leicht angespannt.	14	0.09729668498039246	0.2534596920013428	0.11547178775072098	0.4296901822090149	0.1040816456079483	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin tiefsinnig, denke gerne über Sachen nach.	15	0.06154060736298561	0.13616430759429932	0.09791480749845505	0.49348899722099304	0.21089129149913788	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin begeisterungsfähig und kann andere leicht mitreißen.	16	0.0067424047738313675	0.02176736481487751	0.38869649171829224	0.4241381287574768	0.1586555540561676	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin nicht nachtragend, vergebe anderen leicht.	17	0.05224261432886124	0.08065609633922577	0.4849882125854492	0.3059438169002533	0.07616925984621048	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin eher unordentlich.	18	0.2981816530227661	0.6820084452629089	0.013979973271489143	0.00539625296369195	0.00043376575922593474	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich mache mir viele Sorgen.	19	0.14682430028915405	0.2229962795972824	0.14960028231143951	0.32793697714805603	0.15264220535755157	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich habe eine aktive Vorstellungskraft, bin phantasievoll.	20	0.009868443012237549	0.026436127722263336	0.4350276589393616	0.33233582973480225	0.1963319480419159	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin eher der “stille Typ”, wortkarg.	21	0.05016157403588295	0.12508858740329742	0.07850972563028336	0.7125859260559082	0.03365418314933777	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich schenke anderen Vertrauen, glaube an das Gute im Menschen.	22	0.016923392191529274	0.05665263533592224	0.12314046174287796	0.5444392561912537	0.25884419679641724	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin bequem, neige zur Faulheit.	23	0.1117117628455162	0.5560854077339172	0.09436887502670288	0.21896372735500336	0.018870236352086067	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin emotional ausgeglichen, nicht leicht aus der Fassung zu bringen.	24	0.050045598298311234	0.1130678653717041	0.16528065502643585	0.5573201179504395	0.11428576707839966	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin erfinderisch und einfallsreich.	25	0.0022033066488802433	0.002481528092175722	0.8394343256950378	0.08589904755353928	0.06998180598020554	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin durchsetzungsfähig, energisch.	26	0.013474967330694199	0.03425733745098114	0.39353469014167786	0.3680340647697449	0.19069887697696686	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich kann mich kalt und distanziert verhalten.	27	0.06961856037378311	0.12150665372610092	0.35120248794555664	0.3606569766998291	0.09701541811227798	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich harre aus (und arbeite weiter), bis die Aufgabe fertig ist.	28	0.030048901215195656	0.07974172383546829	0.23295816779136658	0.372102826833725	0.28514838218688965	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich kann launisch sein, habe schwankende Stimmungen.	29	0.008783017285168171	0.03727997839450836	0.5652836561203003	0.26352158188819885	0.12513181567192078	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich schätze künstlerische und ästhetische Eindrücke.	30	0.010215213522315025	0.00983769353479147	0.14836329221725464	0.6128443479537964	0.21873944997787476	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin manchmal schüchtern und gehemmt.	31	0.04344654455780983	0.1876509189605713	0.21557959914207458	0.4301951229572296	0.12312783300876617	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin rücksichtsvoll zu anderen, einfühlsam.	32	0.0110146040096879	0.04132087156176567	0.21267712116241455	0.5542721152305603	0.18071529269218445	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin tüchtig und arbeite flott.	33	0.022778695449233055	0.05471920222043991	0.38290178775787354	0.3347727060317993	0.20482760667800903	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bleibe ruhig, selbst in Stresssituationen.	34	0.02155703492462635	0.05998963490128517	0.32849112153053284	0.44481155276298523	0.14515070617198944	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich mag es, wenn Aufgaben routinemäßig zu erledigen sind.	35	0.011053015477955341	0.010330247692763805	0.03052215836942196	0.7584460973739624	0.18964852392673492	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich gehe aus mir heraus, bin gesellig.	36	0.03599311783909798	0.0755537822842598	0.24990738928318024	0.43220362067222595	0.20634211599826813	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich kann mich schroff und abweisend anderen gegenüber verhalten.	37	0.11575417965650558	0.18833082914352417	0.1958380490541458	0.3420783281326294	0.1579986810684204	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich mache Pläne und führt sie auch durch.	38	0.024441661313176155	0.06094595789909363	0.264142245054245	0.3139289915561676	0.33654114603996277	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich werde leicht nervös und unsicher.	39	0.12269233167171478	0.3004576861858368	0.06740772724151611	0.36591726541519165	0.14352500438690186	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich stelle gerne Überlegungen an, spielt mit abstrakten Ideen.	40	0.029203366488218307	0.09011225402355194	0.19656889140605927	0.4441725015640259	0.2399430125951767	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich habe nur wenig künstlerisches Interesse.	41	0.056103624403476715	0.09665592759847641	0.3748731315135956	0.44479164481163025	0.027575697749853134	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich verhalte mich kooperativ, ziehe Zusammenarbeit dem Wettbewerb vor.	42	0.004837607964873314	0.015972033143043518	0.04855221509933472	0.86507248878479	0.06556563079357147	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin leicht ablenkbar, bleibe nicht bei der Sache.	43	0.14892758429050446	0.26566362380981445	0.06775398552417755	0.4843161404132843	0.03333861008286476	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich kenne mich gut in Musik, Kunst oder Literatur aus.	44	0.031176568940281868	0.07982248067855835	0.31903064250946045	0.30700570344924927	0.2629646062850952	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich habe oft Krach mit anderen.	45	0.1413031965494156	0.16553092002868652	0.2509065568447113	0.2918928563594818	0.15036652982234955	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	de
Ich bin gesprächig, unterhalte mich gern.	1	0.02960563637316227	0.11264938861131668	0.11172554641962051	0.3890876770019531	0.3569317162036896	Sahajtomar/German_Zeroshot	de
Ich neige dazu, andere zu kritisieren.	2	0.18289971351623535	0.4226260781288147	0.2283238172531128	0.1300220638513565	0.03612832352519035	Sahajtomar/German_Zeroshot	de
Ich erledige Aufgaben gründlich.	3	0.0274108424782753	0.20076397061347961	0.14398251473903656	0.3772433400154114	0.25059935450553894	Sahajtomar/German_Zeroshot	de
Ich bin deprimiert, niedergeschlagen.	4	0.13496625423431396	0.3207273781299591	0.13059470057487488	0.2844490110874176	0.12926265597343445	Sahajtomar/German_Zeroshot	de
Ich bin originell, entwickle neue Ideen.	5	0.03331413492560387	0.15818741917610168	0.1257147639989853	0.44829070568084717	0.23449303209781647	Sahajtomar/German_Zeroshot	de
Ich bin eher zurückhaltend, reserviert.	6	0.07882598787546158	0.42929384112358093	0.1465909332036972	0.312654972076416	0.032634228467941284	Sahajtomar/German_Zeroshot	de
Ich bin hilfsbereit und selbstlos gegenüber anderen.	7	0.03555188328027725	0.2195345014333725	0.1253487914800644	0.31407004594802856	0.3054947853088379	Sahajtomar/German_Zeroshot	de
Ich bin manchmal unsorgfältig und schluderig.	8	0.14250785112380981	0.4387114644050598	0.057285651564598083	0.26067063212394714	0.10082443058490753	Sahajtomar/German_Zeroshot	de
Ich bin entspannt, lasse mich durch Stress nicht aus der Ruhe bringen.	9	0.05031678453087807	0.21568655967712402	0.14115576446056366	0.36901360750198364	0.2238273322582245	Sahajtomar/German_Zeroshot	de
Ich bin vielseitig interessiert.	10	0.026699386537075043	0.236460343003273	0.18431192636489868	0.22868402302265167	0.3238443434238434	Sahajtomar/German_Zeroshot	de
Ich bin voller Energie und Tatendrang.	11	0.059895943850278854	0.19626207649707794	0.13796132802963257	0.3781995475292206	0.22768107056617737	Sahajtomar/German_Zeroshot	de
Ich bin häufig in Streitereien verwickelt.	12	0.08754914253950119	0.2567090690135956	0.12870092689990997	0.3303056061267853	0.19673526287078857	Sahajtomar/German_Zeroshot	de
Ich arbeite zuverlässig und gewissenhaft.	13	0.018723171204328537	0.1313583254814148	0.20753464102745056	0.30042076110839844	0.34196311235427856	Sahajtomar/German_Zeroshot	de
Ich reagiere leicht angespannt.	14	0.06915821135044098	0.30206504464149475	0.13565857708454132	0.3341839611530304	0.15893429517745972	Sahajtomar/German_Zeroshot	de
Ich bin tiefsinnig, denke gerne über Sachen nach.	15	0.0410035066306591	0.15281528234481812	0.09824305027723312	0.3868410885334015	0.32109707593917847	Sahajtomar/German_Zeroshot	de
Ich bin begeisterungsfähig und kann andere leicht mitreißen.	16	0.021471288055181503	0.07151370495557785	0.05950155854225159	0.39866942167282104	0.4488440454006195	Sahajtomar/German_Zeroshot	de
Ich bin nicht nachtragend, vergebe anderen leicht.	17	0.03494775667786598	0.11954423040151596	0.26285359263420105	0.26923486590385437	0.31341952085494995	Sahajtomar/German_Zeroshot	de
Ich bin eher unordentlich.	18	0.1184646487236023	0.4978768527507782	0.08747686445713043	0.25420475006103516	0.04197680950164795	Sahajtomar/German_Zeroshot	de
Ich mache mir viele Sorgen.	19	0.06619393825531006	0.24406149983406067	0.14394035935401917	0.3218734860420227	0.2239307314157486	Sahajtomar/German_Zeroshot	de
Ich habe eine aktive Vorstellungskraft, bin phantasievoll.	20	0.04005488380789757	0.12162816524505615	0.1964319348335266	0.3801529109477997	0.2617321312427521	Sahajtomar/German_Zeroshot	de
Ich bin eher der “stille Typ”, wortkarg.	21	0.05463821068406105	0.2258976846933365	0.07494709640741348	0.5659281611442566	0.07858889549970627	Sahajtomar/German_Zeroshot	de
Ich schenke anderen Vertrauen, glaube an das Gute im Menschen.	22	0.02560587413609028	0.11297732591629028	0.09810962527990341	0.40886786580085754	0.35443928837776184	Sahajtomar/German_Zeroshot	de
Ich bin bequem, neige zur Faulheit.	23	0.06033466011285782	0.22963222861289978	0.20497089624404907	0.2790817618370056	0.2259804904460907	Sahajtomar/German_Zeroshot	de
Ich bin emotional ausgeglichen, nicht leicht aus der Fassung zu bringen.	24	0.030403584241867065	0.26548296213150024	0.09094028919935226	0.3985104560852051	0.21466276049613953	Sahajtomar/German_Zeroshot	de
Ich bin erfinderisch und einfallsreich.	25	0.021560287103056908	0.1269083470106125	0.09737711399793625	0.36263495683670044	0.39151930809020996	Sahajtomar/German_Zeroshot	de
Ich bin durchsetzungsfähig, energisch.	26	0.05654221400618553	0.20537596940994263	0.1521037369966507	0.32902252674102783	0.2569555342197418	Sahajtomar/German_Zeroshot	de
Ich kann mich kalt und distanziert verhalten.	27	0.02918054535984993	0.14706188440322876	0.18730799853801727	0.3152244985103607	0.3212250769138336	Sahajtomar/German_Zeroshot	de
Ich harre aus (und arbeite weiter), bis die Aufgabe fertig ist.	28	0.0760440081357956	0.21526509523391724	0.15401317179203033	0.326398640871048	0.22827908396720886	Sahajtomar/German_Zeroshot	de
Ich kann launisch sein, habe schwankende Stimmungen.	29	0.06667225062847137	0.260940283536911	0.10685189813375473	0.33853307366371155	0.22700250148773193	Sahajtomar/German_Zeroshot	de
Ich schätze künstlerische und ästhetische Eindrücke.	30	0.030879752710461617	0.04316229373216629	0.11454054713249207	0.3724309802055359	0.4389864206314087	Sahajtomar/German_Zeroshot	de
Ich bin manchmal schüchtern und gehemmt.	31	0.0882982611656189	0.3413113057613373	0.0874592736363411	0.3500034809112549	0.13292768597602844	Sahajtomar/German_Zeroshot	de
Ich bin rücksichtsvoll zu anderen, einfühlsam.	32	0.022542322054505348	0.13806234300136566	0.16249534487724304	0.4057117700576782	0.27118825912475586	Sahajtomar/German_Zeroshot	de
Ich bin tüchtig und arbeite flott.	33	0.043900880962610245	0.15044449269771576	0.146107017993927	0.3592160940170288	0.3003315329551697	Sahajtomar/German_Zeroshot	de
Ich bleibe ruhig, selbst in Stresssituationen.	34	0.06841673702001572	0.21980351209640503	0.19278046488761902	0.2798905074596405	0.23910880088806152	Sahajtomar/German_Zeroshot	de
Ich mag es, wenn Aufgaben routinemäßig zu erledigen sind.	35	0.04245777055621147	0.13306184113025665	0.08266458660364151	0.4793180227279663	0.26249778270721436	Sahajtomar/German_Zeroshot	de
Ich gehe aus mir heraus, bin gesellig.	36	0.06629430502653122	0.2167908102273941	0.13830547034740448	0.37967416644096375	0.19893525540828705	Sahajtomar/German_Zeroshot	de
Ich kann mich schroff und abweisend anderen gegenüber verhalten.	37	0.061024025082588196	0.15315355360507965	0.08683786541223526	0.3721328675746918	0.32685163617134094	Sahajtomar/German_Zeroshot	de
Ich mache Pläne und führt sie auch durch.	38	0.03693186491727829	0.12661884725093842	0.13411927223205566	0.4259965121746063	0.2763335108757019	Sahajtomar/German_Zeroshot	de
Ich werde leicht nervös und unsicher.	39	0.09396477043628693	0.3135679066181183	0.10799852758646011	0.31525710225105286	0.16921170055866241	Sahajtomar/German_Zeroshot	de
Ich stelle gerne Überlegungen an, spielt mit abstrakten Ideen.	40	0.09438370913267136	0.18231484293937683	0.18432991206645966	0.27893519401550293	0.26003631949424744	Sahajtomar/German_Zeroshot	de
Ich habe nur wenig künstlerisches Interesse.	41	0.17800907790660858	0.45625776052474976	0.17654924094676971	0.1425299197435379	0.04665409401059151	Sahajtomar/German_Zeroshot	de
Ich verhalte mich kooperativ, ziehe Zusammenarbeit dem Wettbewerb vor.	42	0.012471289373934269	0.0778617337346077	0.05226714536547661	0.7540283799171448	0.10337139666080475	Sahajtomar/German_Zeroshot	de
Ich bin leicht ablenkbar, bleibe nicht bei der Sache.	43	0.1314568817615509	0.3856424391269684	0.09926540404558182	0.2547670900821686	0.1288682222366333	Sahajtomar/German_Zeroshot	de
Ich kenne mich gut in Musik, Kunst oder Literatur aus.	44	0.06297803670167923	0.22182784974575043	0.18281704187393188	0.2911073565483093	0.24126973748207092	Sahajtomar/German_Zeroshot	de
Ich habe oft Krach mit anderen.	45	0.0838126689195633	0.21302016079425812	0.14046712219715118	0.36300429701805115	0.19969573616981506	Sahajtomar/German_Zeroshot	de
