item	item_index	1	2	3	4	5	model	lang
I am someone who has a forgiving nature.	17	0.014827942475676537	0.027610838413238525	0.08033520728349686	0.7966429591178894	0.08058298379182816	joeddav/xlm-roberta-large-xnli	en
I am someone who tends to be disorganized.	18	0.07686595618724823	0.5990695953369141	0.07756047695875168	0.15361900627613068	0.09288492798805237	joeddav/xlm-roberta-large-xnli	en
I am someone who worries a lot.	19	0.38680392503738403	0.21316546201705933	0.13895127177238464	0.09435585141181946	0.16672353446483612	joeddav/xlm-roberta-large-xnli	en
I am someone who has an active imagination.	20	0.0862959772348404	0.21648018062114716	0.10403569787740707	0.4001396894454956	0.1930483728647232	joeddav/xlm-roberta-large-xnli	en
I am someone who tends to be quiet.	21	0.12319044768810272	0.20098145306110382	0.20638245344161987	0.3061816096305847	0.16326409578323364	joeddav/xlm-roberta-large-xnli	en
I am someone who is generally trusting.	22	0.03817524015903473	0.04975211247801781	0.1165943518280983	0.34870654344558716	0.4467718005180359	joeddav/xlm-roberta-large-xnli	en
I am someone who tends to be lazy.	23	0.14418669044971466	0.18498165905475616	0.20189331471920013	0.2904832065105438	0.1784551739692688	joeddav/xlm-roberta-large-xnli	en
I am someone who is emotionally stable, not easily upset.	24	0.06574798375368118	0.09064014256000519	0.30891287326812744	0.26689577102661133	0.26780328154563904	joeddav/xlm-roberta-large-xnli	en
I am someone who is inventive.	25	0.13268272578716278	0.232717365026474	0.2786901593208313	0.22622837126255035	0.12968139350414276	joeddav/xlm-roberta-large-xnli	en
I am someone who has an assertive personality.	26	0.12151766568422318	0.03767874091863632	0.03651757165789604	0.02883835695683956	0.7754477262496948	joeddav/xlm-roberta-large-xnli	en
I am someone who can be cold and aloof.	27	0.20882250368595123	0.4846527576446533	0.10143589973449707	0.1117415800690651	0.09334727376699448	joeddav/xlm-roberta-large-xnli	en
I am someone who perseveres until the task is finished.	28	0.015094785019755363	0.009998416528105736	0.0433519221842289	0.013477804139256477	0.9180770516395569	joeddav/xlm-roberta-large-xnli	en
I am someone who can be moody.	29	0.028425436466932297	0.6535606980323792	0.022806446999311447	0.2757621705532074	0.019445255398750305	joeddav/xlm-roberta-large-xnli	en
I am someone who values artistic, aesthetic experiences.	30	0.06089520454406738	0.09988292306661606	0.16810229420661926	0.3232083022594452	0.3479112386703491	joeddav/xlm-roberta-large-xnli	en
I am someone who is sometimes shy, inhibited.	31	0.10936300456523895	0.3520282506942749	0.24018414318561554	0.2338569611310959	0.06456761062145233	joeddav/xlm-roberta-large-xnli	en
I am someone who is considerate and kind to almost everyone.	32	0.04610675200819969	0.09867329895496368	0.1042267307639122	0.4186546504497528	0.3323385417461395	joeddav/xlm-roberta-large-xnli	en
I am someone who does things efficiently.	33	0.12752331793308258	0.09470866620540619	0.17466053366661072	0.25371506810188293	0.3493924140930176	joeddav/xlm-roberta-large-xnli	en
I am someone who remains calm in tense situations.	34	0.0811837911605835	0.17916187644004822	0.33141112327575684	0.23648133873939514	0.17176192998886108	joeddav/xlm-roberta-large-xnli	en
I am someone who prefers work that is routine.	35	0.09659384936094284	0.021093955263495445	0.23308345675468445	0.22329044342041016	0.42593830823898315	joeddav/xlm-roberta-large-xnli	en
I am someone who is outgoing, sociable.	36	0.18962793052196503	0.10723743587732315	0.16188910603523254	0.20076431334018707	0.3404811918735504	joeddav/xlm-roberta-large-xnli	en
I am someone who is sometimes rude to others.	37	0.17012064158916473	0.5556776523590088	0.1259365826845169	0.07889249920845032	0.06937264651060104	joeddav/xlm-roberta-large-xnli	en
I am someone who makes plans and follows through with them.	38	0.04576946794986725	0.03783541917800903	0.1528143584728241	0.2371739000082016	0.5264068841934204	joeddav/xlm-roberta-large-xnli	en
I am someone who gets nervous easily.	39	0.1356021910905838	0.14961425960063934	0.30025357007980347	0.258149653673172	0.1563803255558014	joeddav/xlm-roberta-large-xnli	en
I am someone who likes to reflect, play with ideas.	40	0.02831505797803402	0.21042366325855255	0.08934878557920456	0.6140446066856384	0.05786782503128052	joeddav/xlm-roberta-large-xnli	en
I am someone who has few artistic interests.	41	0.21610477566719055	0.1666444092988968	0.3019336760044098	0.15746258199214935	0.15785449743270874	joeddav/xlm-roberta-large-xnli	en
I am someone who likes to cooperate with others.	42	0.014572144486010075	0.01749156229197979	0.023651815950870514	0.7951874136924744	0.1490970402956009	joeddav/xlm-roberta-large-xnli	en
I am someone who is easily distracted.	43	0.016622472554445267	0.9153398275375366	0.021527651697397232	0.029574822634458542	0.01693521812558174	joeddav/xlm-roberta-large-xnli	en
I am someone who is sophisticated in art, music, or literature.	44	0.279683381319046	0.16691619157791138	0.16703790426254272	0.1489209085702896	0.23744167387485504	joeddav/xlm-roberta-large-xnli	en
I am someone who is talkative.	1	0.02858421951532364	0.2380792647600174	0.01842169649899006	0.417183518409729	0.29773133993148804	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who tends to find fault with others.	2	0.3219916522502899	0.5710784792900085	0.05861622840166092	0.038967542350292206	0.009346047416329384	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who does a thorough job.	3	0.044139958918094635	0.1309564709663391	0.08618766069412231	0.12222446501255035	0.616491436958313	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is depressed, blue.	4	0.3339795768260956	0.47392532229423523	0.047088902443647385	0.09850426763296127	0.04650196060538292	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is original, comes up with new ideas.	5	0.03296757861971855	0.37026816606521606	0.04553438350558281	0.36604639887809753	0.18518349528312683	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is reserved.	6	0.29709678888320923	0.3936232030391693	0.09855891019105911	0.1572542041540146	0.05346687138080597	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is helpful and unselfish with others.	7	0.09306152909994125	0.4518575370311737	0.08147308975458145	0.322848379611969	0.05075943470001221	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who can be somewhat careless.	8	0.11104791611433029	0.5289643406867981	0.12140513956546783	0.2082747220993042	0.030307844281196594	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is relaxed, handles stress well.  .	9	0.03613924980163574	0.23477625846862793	0.08987824618816376	0.48235273361206055	0.15685346722602844	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is curious about many different things.	10	0.090444415807724	0.41279011964797974	0.08237159997224808	0.22296088933944702	0.19143293797969818	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is full of energy.	11	0.028627416118979454	0.10659677535295486	0.019764550030231476	0.17156262695789337	0.6734486222267151	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who starts quarrels with others.	12	0.3935911953449249	0.5089288353919983	0.08404421806335449	0.00907122902572155	0.004364549648016691	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is a reliable worker.	13	0.018449680879712105	0.11179525405168533	0.061648983508348465	0.29798200726509094	0.5101240873336792	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who can be tense.	14	0.3633822202682495	0.35184967517852783	0.028595982119441032	0.07712721079587936	0.1790449172258377	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is ingenious, a deep thinker.	15	0.028304627165198326	0.15323229134082794	0.026708174496889114	0.22914333641529083	0.5626115798950195	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who generates a lot of enthusiasm.	16	0.014710993506014347	0.047133784741163254	0.019168028607964516	0.11613690108060837	0.8028503060340881	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who has a forgiving nature.	17	0.017891794443130493	0.07451240718364716	0.10590838640928268	0.754663348197937	0.047024063766002655	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who tends to be disorganized.	18	0.23016858100891113	0.4856273829936981	0.12495914846658707	0.10270903259515762	0.05653585493564606	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who worries a lot.	19	0.21992804110050201	0.27278026938438416	0.05539960786700249	0.13913175463676453	0.3127603828907013	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who has an active imagination.	20	0.046776432543992996	0.27316921949386597	0.02935720793902874	0.31744012236595154	0.3332570195198059	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who tends to be quiet.	21	0.10288071632385254	0.2878640592098236	0.3140263557434082	0.25633522868156433	0.038893599063158035	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is generally trusting.	22	0.014494981616735458	0.06049405783414841	0.028117282316088676	0.39852485060691833	0.4983688294887543	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who tends to be lazy.	23	0.2857446074485779	0.31367361545562744	0.22998666763305664	0.12506654858589172	0.04552864655852318	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is emotionally stable, not easily upset.	24	0.0256730355322361	0.28016480803489685	0.18879210948944092	0.37592172622680664	0.12944836914539337	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is inventive.	25	0.043634090572595596	0.42250123620033264	0.055467747151851654	0.29021671414375305	0.18818026781082153	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who has an assertive personality.	26	0.04639146849513054	0.0379352904856205	0.016822289675474167	0.1321234256029129	0.7667275071144104	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who can be cold and aloof.	27	0.36044445633888245	0.33272960782051086	0.18589377403259277	0.101349838078022	0.01958228275179863	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who perseveres until the task is finished.	28	0.03485929220914841	0.22997713088989258	0.050611961632966995	0.3211744725704193	0.363377183675766	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who can be moody.	29	0.30935654044151306	0.5109714269638062	0.03531122952699661	0.09757000207901001	0.046790920197963715	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who values artistic, aesthetic experiences.	30	0.016780102625489235	0.12665778398513794	0.038188423961400986	0.3495882451534271	0.46878549456596375	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is sometimes shy, inhibited.	31	0.1265575885772705	0.5911632180213928	0.04371848702430725	0.20935042202472687	0.029210295528173447	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is considerate and kind to almost everyone.	32	0.017472300678491592	0.0917261466383934	0.0718667283654213	0.5065220594406128	0.3124127984046936	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who does things efficiently.	33	0.03621416538953781	0.19388334453105927	0.085664764046669	0.307542622089386	0.3766951262950897	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who remains calm in tense situations.	34	0.06113666296005249	0.21453192830085754	0.15317943692207336	0.39777716994285583	0.17337484657764435	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who prefers work that is routine.	35	0.03376542031764984	0.24585039913654327	0.07341818511486053	0.3916160464286804	0.2553499639034271	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is outgoing, sociable.	36	0.01908607967197895	0.15359964966773987	0.02402261644601822	0.5076776146888733	0.29561400413513184	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is sometimes rude to others.	37	0.16877566277980804	0.613373875617981	0.05623740702867508	0.11335340887308121	0.04825965687632561	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who makes plans and follows through with them.	38	0.024088595062494278	0.16315476596355438	0.03067128360271454	0.427160382270813	0.3549250066280365	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who gets nervous easily.	39	0.3258812427520752	0.44939929246902466	0.05902981385588646	0.08261740952730179	0.08307228237390518	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who likes to reflect, play with ideas.	40	0.024374809116125107	0.34724435210227966	0.027780964970588684	0.509746789932251	0.09085307270288467	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who has few artistic interests.	41	0.19111798703670502	0.3496219217777252	0.12860587239265442	0.24007055163383484	0.0905836820602417	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who likes to cooperate with others.	42	0.01852579228579998	0.06554974615573883	0.030340339988470078	0.6437435150146484	0.24184063076972961	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is easily distracted.	43	0.11737452447414398	0.4137958586215973	0.12020561099052429	0.22491930425167084	0.12370479106903076	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is sophisticated in art, music, or literature.	44	0.035984814167022705	0.20888113975524902	0.04202989116311073	0.38123539090156555	0.33186882734298706	MoritzLaurer/mDeBERTa-v3-base-mnli-xnli	en
I am someone who is talkative.	1	0.08482017368078232	0.3258489668369293	0.039660532027482986	0.32691091299057007	0.222759410738945	facebook/bart-large-mnli	en
I am someone who tends to find fault with others.	2	0.2752237915992737	0.6703164577484131	0.030767107382416725	0.016157031059265137	0.007535506505519152	facebook/bart-large-mnli	en
I am someone who does a thorough job.	3	0.026937982067465782	0.09231787174940109	0.04843972250819206	0.25727513432502747	0.5750293135643005	facebook/bart-large-mnli	en
I am someone who is depressed, blue.	4	0.4036085307598114	0.4652879238128662	0.029549825936555862	0.09307853132486343	0.008475190959870815	facebook/bart-large-mnli	en
I am someone who is original, comes up with new ideas.	5	0.13324938714504242	0.4984568655490875	0.15402209758758545	0.057168323546648026	0.15710338950157166	facebook/bart-large-mnli	en
I am someone who is reserved.	6	0.1357574462890625	0.5246419310569763	0.1651182770729065	0.15632829070091248	0.018154066056013107	facebook/bart-large-mnli	en
I am someone who is helpful and unselfish with others.	7	0.0298652071505785	0.2347879856824875	0.064529187977314	0.3632963001728058	0.307521253824234	facebook/bart-large-mnli	en
I am someone who can be somewhat careless.	8	0.15405762195587158	0.5966655015945435	0.04408475384116173	0.1893039345741272	0.015888147056102753	facebook/bart-large-mnli	en
I am someone who is relaxed, handles stress well.  .	9	0.049898676574230194	0.3304988145828247	0.08355170488357544	0.3388150930404663	0.19723568856716156	facebook/bart-large-mnli	en
I am someone who is curious about many different things.	10	0.15818414092063904	0.5153136253356934	0.04398259148001671	0.2054423987865448	0.07707726210355759	facebook/bart-large-mnli	en
I am someone who is full of energy.	11	0.10749679803848267	0.1931392401456833	0.03159342333674431	0.220670685172081	0.44709986448287964	facebook/bart-large-mnli	en
I am someone who starts quarrels with others.	12	0.4165763258934021	0.5460934042930603	0.0209667906165123	0.010115740820765495	0.006247682962566614	facebook/bart-large-mnli	en
I am someone who is a reliable worker.	13	0.021033231168985367	0.11965402960777283	0.04064309224486351	0.38519325852394104	0.43347641825675964	facebook/bart-large-mnli	en
I am someone who can be tense.	14	0.37456661462783813	0.41525933146476746	0.0457073338329792	0.11548662930727005	0.048980023711919785	facebook/bart-large-mnli	en
I am someone who is ingenious, a deep thinker.	15	0.04302944242954254	0.23724348843097687	0.05460942164063454	0.20612883567810059	0.4589887857437134	facebook/bart-large-mnli	en
I am someone who generates a lot of enthusiasm.	16	0.013795231468975544	0.053344886749982834	0.025528140366077423	0.20560108125209808	0.7017306685447693	facebook/bart-large-mnli	en
I am someone who has a forgiving nature.	17	0.021720511838793755	0.20746225118637085	0.09361083805561066	0.5802100300788879	0.09699638187885284	facebook/bart-large-mnli	en
I am someone who tends to be disorganized.	18	0.2186599224805832	0.628601610660553	0.031138304620981216	0.10136321187019348	0.02023693174123764	facebook/bart-large-mnli	en
I am someone who worries a lot.	19	0.2735898792743683	0.5397265553474426	0.045510612428188324	0.10049638152122498	0.04067648574709892	facebook/bart-large-mnli	en
I am someone who has an active imagination.	20	0.17262759804725647	0.4252403676509857	0.04882273077964783	0.2253003567457199	0.12800893187522888	facebook/bart-large-mnli	en
I am someone who tends to be quiet.	21	0.10749795287847519	0.5131685733795166	0.1261560171842575	0.22491814196109772	0.02825929783284664	facebook/bart-large-mnli	en
I am someone who is generally trusting.	22	0.031065721064805984	0.18643350899219513	0.0815056636929512	0.41855332255363464	0.28244176506996155	facebook/bart-large-mnli	en
I am someone who tends to be lazy.	23	0.2194185107946396	0.5011922121047974	0.08675798028707504	0.1721159964799881	0.02051534503698349	facebook/bart-large-mnli	en
I am someone who is emotionally stable, not easily upset.	24	0.11173322796821594	0.402656227350235	0.07648007571697235	0.2468918412923813	0.16223864257335663	facebook/bart-large-mnli	en
I am someone who is inventive.	25	0.049044739454984665	0.27881360054016113	0.14153294265270233	0.2990141808986664	0.23159457743167877	facebook/bart-large-mnli	en
I am someone who has an assertive personality.	26	0.15732719004154205	0.09477730840444565	0.030394358560442924	0.08160315454006195	0.6358979344367981	facebook/bart-large-mnli	en
I am someone who can be cold and aloof.	27	0.3097985088825226	0.4953903555870056	0.10966456681489944	0.06565933674573898	0.019487136974930763	facebook/bart-large-mnli	en
I am someone who perseveres until the task is finished.	28	0.060549426823854446	0.28065890073776245	0.06433563679456711	0.2508087158203125	0.343647301197052	facebook/bart-large-mnli	en
I am someone who can be moody.	29	0.31347131729125977	0.49223241209983826	0.05044073238968849	0.10853397846221924	0.03532157838344574	facebook/bart-large-mnli	en
I am someone who values artistic, aesthetic experiences.	30	0.049017660319805145	0.2753296196460724	0.045094288885593414	0.33887937664985657	0.2916790246963501	facebook/bart-large-mnli	en
I am someone who is sometimes shy, inhibited.	31	0.1719418466091156	0.5396429896354675	0.06607098877429962	0.20507478713989258	0.017269432544708252	facebook/bart-large-mnli	en
I am someone who is considerate and kind to almost everyone.	32	0.029022574424743652	0.23577669262886047	0.06676485389471054	0.42739641666412354	0.2410394251346588	facebook/bart-large-mnli	en
I am someone who does things efficiently.	33	0.030049441382288933	0.19967418909072876	0.06124275550246239	0.35531607270240784	0.3537175953388214	facebook/bart-large-mnli	en
I am someone who remains calm in tense situations.	34	0.10934306681156158	0.3864600360393524	0.09566614776849747	0.26618537306785583	0.1423453539609909	facebook/bart-large-mnli	en
I am someone who prefers work that is routine.	35	0.09102373570203781	0.34405526518821716	0.05344036966562271	0.321157306432724	0.19032327830791473	facebook/bart-large-mnli	en
I am someone who is outgoing, sociable.	36	0.05582364276051521	0.2383040338754654	0.051144782453775406	0.3651640713214874	0.28956347703933716	facebook/bart-large-mnli	en
I am someone who is sometimes rude to others.	37	0.3151516020298004	0.5499473810195923	0.06835104525089264	0.053185466676950455	0.013364491984248161	facebook/bart-large-mnli	en
I am someone who makes plans and follows through with them.	38	0.036070555448532104	0.18460485339164734	0.0684477686882019	0.37876853346824646	0.3321083188056946	facebook/bart-large-mnli	en
I am someone who gets nervous easily.	39	0.27559009194374084	0.4563003182411194	0.04209683835506439	0.1731821745634079	0.0528305284678936	facebook/bart-large-mnli	en
I am someone who likes to reflect, play with ideas.	40	0.09339828044176102	0.41565456986427307	0.06432927399873734	0.30423784255981445	0.12238004058599472	facebook/bart-large-mnli	en
I am someone who has few artistic interests.	41	0.2136533260345459	0.4135192334651947	0.0907808393239975	0.21159784495830536	0.07044868916273117	facebook/bart-large-mnli	en
I am someone who likes to cooperate with others.	42	0.007859842851758003	0.07751040160655975	0.04486801475286484	0.7470365166664124	0.12272526323795319	facebook/bart-large-mnli	en
I am someone who is easily distracted.	43	0.2608378231525421	0.4938471019268036	0.04279325529932976	0.16383732855319977	0.038684502243995667	facebook/bart-large-mnli	en
I am someone who is sophisticated in art, music, or literature.	44	0.0876387506723404	0.3302951455116272	0.037835244089365005	0.23159600794315338	0.31263482570648193	facebook/bart-large-mnli	en
I am someone who is talkative.	1	0.2592122554779053	0.3797956109046936	0.06126566603779793	0.12070932984352112	0.17901718616485596	valhalla/distilbart-mnli-12-1	en
I am someone who tends to find fault with others.	2	0.387988418340683	0.5652208924293518	0.016240917146205902	0.01549550797790289	0.015054302290081978	valhalla/distilbart-mnli-12-1	en
I am someone who does a thorough job.	3	0.1884792298078537	0.35246968269348145	0.05250076204538345	0.10042020678520203	0.3061301112174988	valhalla/distilbart-mnli-12-1	en
I am someone who is depressed, blue.	4	0.47806471586227417	0.3721127212047577	0.04905785620212555	0.0545048788189888	0.046259962022304535	valhalla/distilbart-mnli-12-1	en
I am someone who is original, comes up with new ideas.	5	0.25431081652641296	0.545960545539856	0.06139538064599037	0.03421775624155998	0.10411542654037476	valhalla/distilbart-mnli-12-1	en
I am someone who is reserved.	6	0.2991507053375244	0.447557657957077	0.06509370356798172	0.10017003864049911	0.08802786469459534	valhalla/distilbart-mnli-12-1	en
I am someone who is helpful and unselfish with others.	7	0.1554078310728073	0.3093718886375427	0.055538278073072433	0.15146206319332123	0.3282199800014496	valhalla/distilbart-mnli-12-1	en
I am someone who can be somewhat careless.	8	0.0918952226638794	0.688418984413147	0.03447180613875389	0.14462921023368835	0.040584757924079895	valhalla/distilbart-mnli-12-1	en
I am someone who is relaxed, handles stress well.  .	9	0.2674773037433624	0.3854856789112091	0.06460997462272644	0.10818441212177277	0.17424261569976807	valhalla/distilbart-mnli-12-1	en
I am someone who is curious about many different things.	10	0.20921072363853455	0.5929726362228394	0.05272329971194267	0.06496850401163101	0.08012484759092331	valhalla/distilbart-mnli-12-1	en
I am someone who is full of energy.	11	0.2648896872997284	0.3269340693950653	0.05466684326529503	0.07145090401172638	0.2820585072040558	valhalla/distilbart-mnli-12-1	en
I am someone who starts quarrels with others.	12	0.6032624840736389	0.3229775130748749	0.027098029851913452	0.020727884024381638	0.025934094563126564	valhalla/distilbart-mnli-12-1	en
I am someone who is a reliable worker.	13	0.15084998309612274	0.38648948073387146	0.06785527616739273	0.11994977295398712	0.2748555541038513	valhalla/distilbart-mnli-12-1	en
I am someone who can be tense.	14	0.3537343740463257	0.4940614700317383	0.038768328726291656	0.057573601603507996	0.0558621808886528	valhalla/distilbart-mnli-12-1	en
I am someone who is ingenious, a deep thinker.	15	0.2497582733631134	0.4281601011753082	0.03723469376564026	0.07357258349657059	0.21127432584762573	valhalla/distilbart-mnli-12-1	en
I am someone who generates a lot of enthusiasm.	16	0.1915881484746933	0.2535216212272644	0.041310619562864304	0.07082758843898773	0.44275209307670593	valhalla/distilbart-mnli-12-1	en
I am someone who has a forgiving nature.	17	0.07860081642866135	0.4193972945213318	0.05987635627388954	0.342285692691803	0.09983981400728226	valhalla/distilbart-mnli-12-1	en
I am someone who tends to be disorganized.	18	0.2159464955329895	0.618491530418396	0.035754356533288956	0.06573895364999771	0.06406866014003754	valhalla/distilbart-mnli-12-1	en
I am someone who worries a lot.	19	0.2727784514427185	0.42492935061454773	0.056615594774484634	0.0955827534198761	0.15009380877017975	valhalla/distilbart-mnli-12-1	en
I am someone who has an active imagination.	20	0.21279394626617432	0.4856402277946472	0.057833340018987656	0.09307040274143219	0.1506621241569519	valhalla/distilbart-mnli-12-1	en
I am someone who tends to be quiet.	21	0.2147691696882248	0.534587562084198	0.06493456661701202	0.1009819507598877	0.08472675085067749	valhalla/distilbart-mnli-12-1	en
I am someone who is generally trusting.	22	0.13852229714393616	0.3012831211090088	0.06001449003815651	0.16876645386219025	0.331413596868515	valhalla/distilbart-mnli-12-1	en
I am someone who tends to be lazy.	23	0.22952935099601746	0.4649215042591095	0.06926869601011276	0.11530216783285141	0.12097829580307007	valhalla/distilbart-mnli-12-1	en
I am someone who is emotionally stable, not easily upset.	24	0.2650817334651947	0.4193679392337799	0.05697939544916153	0.0884127989411354	0.17015817761421204	valhalla/distilbart-mnli-12-1	en
I am someone who is inventive.	25	0.23823919892311096	0.4362453818321228	0.08593220263719559	0.09896618127822876	0.14061705768108368	valhalla/distilbart-mnli-12-1	en
I am someone who has an assertive personality.	26	0.3451896905899048	0.21725767850875854	0.022423790767788887	0.03074202686548233	0.3843868374824524	valhalla/distilbart-mnli-12-1	en
I am someone who can be cold and aloof.	27	0.4062439799308777	0.39185863733291626	0.06715082377195358	0.05834980309009552	0.07639677822589874	valhalla/distilbart-mnli-12-1	en
I am someone who perseveres until the task is finished.	28	0.2085145264863968	0.39851993322372437	0.08775018155574799	0.09057106077671051	0.21464432775974274	valhalla/distilbart-mnli-12-1	en
I am someone who can be moody.	29	0.28015759587287903	0.5663836598396301	0.04622885212302208	0.057992707937955856	0.04923723638057709	valhalla/distilbart-mnli-12-1	en
I am someone who values artistic, aesthetic experiences.	30	0.17494240403175354	0.3228604197502136	0.0394616536796093	0.12972599267959595	0.3330095112323761	valhalla/distilbart-mnli-12-1	en
I am someone who is sometimes shy, inhibited.	31	0.23228837549686432	0.5203720927238464	0.056913696229457855	0.1116558089852333	0.0787699967622757	valhalla/distilbart-mnli-12-1	en
I am someone who is considerate and kind to almost everyone.	32	0.15096017718315125	0.45454785227775574	0.05489935353398323	0.14232029020786285	0.19727228581905365	valhalla/distilbart-mnli-12-1	en
I am someone who does things efficiently.	33	0.18990159034729004	0.24855348467826843	0.08692782372236252	0.12203707545995712	0.3525799512863159	valhalla/distilbart-mnli-12-1	en
